0	0	
10	0	
20	0	
30	0	
40	0	
50	0	
60	0	
70	0	
80	0	
90	0	
100	0	
110	0	
120	0	
130	0	
140	0	
150	0	
160	0	
170	0	
180	0	
190	1	
200	0	
210	0	
220	0	
230	0	
240	0	
250	0	
260	0	
270	0	
280	0	
290	1	
300	1	
310	1	
320	3	
330	2	
340	5	
350	9	
360	44	
370	136	
380	188	
390	116	
400	112	
410	182	
420	192	
430	137	
440	139	
450	120	
460	126	
470	70	
480	55	
490	70	
500	47	
510	22	
520	13	
530	12	
540	7	
550	7	
560	3	
570	0	
580	1	
590	0	
600	0	
610	0	
620	0	
630	0	
640	0	
650	0	
660	0	
670	0	
680	1	
