0	0	
10	0	
20	0	
30	0	
40	0	
50	0	
60	0	
70	0	
80	0	
90	0	
100	0	
110	0	
120	0	
130	0	
140	0	
150	0	
160	0	
170	0	
180	0	
190	0	
200	0	
210	0	
220	0	
230	0	
240	0	
250	0	
260	0	
270	0	
280	0	
290	0	
300	0	
310	0	
320	0	
330	0	
340	0	
350	0	
360	0	
370	0	
380	0	
390	0	
400	0	
410	0	
420	0	
430	0	
440	0	
450	0	
460	0	
470	0	
480	0	
490	0	
500	0	
510	0	
520	0	
530	0	
540	0	
550	0	
560	0	
570	0	
580	0	
590	0	
600	0	
610	0	
620	0	
630	0	
640	0	
650	0	
660	0	
670	0	
680	0	
690	0	
700	0	
710	0	
720	0	
730	0	
740	0	
750	0	
760	0	
770	0	
780	0	
790	0	
800	1	
810	1	
820	0	
830	0	
840	0	
850	0	
860	0	
870	0	
880	1	
890	1	
900	2	
910	0	
920	0	
930	0	
940	1	
950	1	
960	1	
970	1	
980	1	
990	0	
1000	2	
1010	2	
1020	1	
1030	2	
1040	0	
1050	0	
1060	4	
1070	0	
1080	4	
1090	5	
1100	0	
1110	8	
1120	6	
1130	2	
1140	6	
1150	6	
1160	11	
1170	7	
1180	8	
1190	14	
1200	15	
1210	15	
1220	23	
1230	19	
1240	11	
1250	21	
1260	14	
1270	15	
1280	14	
1290	30	
1300	18	
1310	31	
1320	23	
1330	32	
1340	24	
1350	34	
1360	149	
1370	208	
1380	243	
1390	203	
1400	211	
1410	157	
1420	77	
1430	19	
1440	1	
1450	0	
1460	2	
1470	1	
