0	89
100	152
200	145
300	138
400	145
500	141
600	154
700	150
800	136
900	137
1000	126
1100	152
1200	143
1300	155
1400	138
1500	123
1600	142
1700	134
1800	149
1900	113
2000	159
2100	141
2200	134
2300	131
2400	150
2500	148
2600	149
2700	132
2800	137
2900	139
3000	133
3100	131
3200	149
3300	143
3400	137
3500	144
3600	150
3700	117
3800	151
3900	129
4000	116
4100	144
4200	157
4300	129
4400	169
4500	121
4600	133
4700	153
4800	150
4900	142
5000	149
5100	136
5200	135
5300	126
5400	154
5500	152
5600	149
5700	138
5800	143
5900	141
6000	146
6100	130
6200	144
6300	135
6400	133
6500	140
6600	145
6700	141
6800	134
6900	120
7000	141
7100	143
7200	128
7300	136
7400	142
7500	159
7600	154
7700	140
7800	159
7900	120
8000	132
8100	142
8200	135
8300	148
8400	160
8500	150
8600	165
8700	149
8800	143
8900	155
9000	140
9100	142
9200	154
9300	146
9400	126
9500	133
9600	136
9700	134
9800	131
9900	141
10000	121
10100	147
10200	124
10300	131
10400	146
10500	135
10600	131
10700	145
10800	131
10900	149
11000	134
11100	131
11200	124
11300	159
11400	145
11500	160
11600	144
11700	120
11800	150
11900	129
12000	142
12100	133
12200	137
12300	122
12400	133
12500	138
12600	129
12700	141
12800	147
12900	145
13000	136
13100	147
13200	133
13300	133
13400	142
13500	137
13600	135
13700	137
13800	163
13900	126
14000	156
14100	143
14200	135
14300	144
14400	158
14500	126
14600	163
14700	131
14800	138
14900	139
15000	140
15100	169
15200	146
15300	149
15400	143
15500	138
15600	126
15700	142
15800	140
15900	146
16000	145
16100	125
16200	125
16300	124
16400	147
16500	142
16600	132
16700	138
16800	143
16900	153
17000	154
17100	135
17200	141
17300	114
17400	175
17500	122
17600	137
17700	157
17800	134
17900	153
18000	140
18100	142
18200	147
18300	137
18400	134
18500	140
18600	138
18700	133
18800	133
18900	160
19000	162
19100	133
19200	159
19300	138
19400	135
19500	138
19600	144
19700	141
19800	149
19900	134
20000	114
20100	123
20200	127
20300	118
20400	134
20500	122
20600	142
20700	157
20800	128
20900	142
21000	157
21100	178
21200	150
21300	133
21400	146
21500	137
21600	130
21700	136
21800	156
21900	145
22000	146
22100	150
22200	146
22300	160
22400	122
22500	165
22600	134
22700	146
22800	159
22900	139
23000	140
23100	164
23200	142
23300	164
23400	152
23500	125
23600	150
23700	144
23800	150
23900	150
24000	132
24100	160
24200	158
24300	134
24400	155
24500	170
24600	143
24700	135
24800	149
24900	147
25000	88
