5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
300	300	300	300	300	300	300	300	300	300	
1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	
256	256	256	256	256	256	256	256	256	256	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
31409	16313	10887	8168	6537	5448	4670	4087	3644	3337	
0,31409	0,16313	0,10887	0,08168	0,06537	0,05448	0,0467	0,04087	0,03644	0,03337	
3,1838	6,1301	9,1853	12,2429	15,2975	18,3554	21,4133	24,4678	27,4424	29,967	
163466051	163466051	163466051	163466051	163466051	163466051	163466051	163466051	163466051	163466051	
163420000	163420000	163410000	163420000	163400000	163410000	163414594	163409903	163399645	163428484	
611,7478	611,7478	611,7478	611,7478	611,7478	611,7478	611,7478	611,7478	611,7478	611,7478	
192,198	99,8225	66,6238	49,9816	40,0061	33,3395	28,5776	25,0107	22,3012	20,4187	
0,31418	0,16318	0,10891	0,081703	0,065396	0,054499	0,046715	0,040884	0,036455	0,033378	
65,0412	65,0412	65,0412	65,0412	65,0412	65,0412	65,0412	65,0412	65,0412	65,0412	
162,1802	289,9624	422,0546	554,2293	686,2784	818,4631	950,6503	1082,692	1211,2752	1320,4111	
318310,4484	318310,4484	318310,4484	318310,4484	318310,4484	318310,4484	318310,4484	318310,4484	318310,4484	318310,4484	
249365,7569	231558,2426	224951,1291	221610,3292	219642,6928	218296,8974	217338,5812	216631,2772	216102,6482	215688,8147	
377038,239	377038,239	377038,239	377038,239	377038,239	377038,239	377038,239	377038,239	377038,239	377038,239	
267816,7666	241141,2067	231347,0167	226408,5669	223483,2803	221497,4849	220082,0326	219032,3068	218243,5586	217649,0115	
0,7834	0,72746	0,7067	0,69621	0,69003	0,6858	0,68279	0,68057	0,67891	0,67761	
2492,7464	4994,7464	7459,8464	9991,4464	12466,1964	14962,5464	17562,2984	19991,3559	22344,4735	24177,7076	
1444,1758	2886,3895	4329,6281	5780,6613	7227,9199	8650,2399	10111,5478	11529,0473	12957,4628	14253,7929	
5000	10000	15000	20000	25000	30000	35000	40000	45000	49999	
4748	9509	14234	19005	23753	28461	33260	37972,5	42541	46489	
4950	9901	14843	19805	24749	29697	34666	39582	44483	49183,5	
4975	9952	14915	19902	24875	29846,5	34836	39789,5	44755,5	49578	
4995	9990	14983	19980	24978	29964	34968	39961,5	44958	49898,5	
5000	10000	15000	20000	25000	30000	35000	40000	45000	49999	
0,039304	0,0020799	0,0010094	0,00061173	0,00015293	0,00018352	0	0	0	0	
0,13183	0,0085031	0,0016517	0,0012235	0,0012235	0,00036704	0,00042821	0,00024469	0,00027528	0,00030587	
0,22047	0,029547	0,0022022	0,0011011	0,0013764	0,0020187	0,0014987	0,00073408	0,00055056	0,00061173	
0,2409	0,067719	0,0043127	0,00085642	0,00030587	0,00055056	0,00064232	0,0014682	0,00082584	0,00061173	
0,18364	0,12455	0,016058	0,0015905	0,0004588	0,00018352	0,00021411	0,00024469	0,00082584	0,00061173	
0,10932	0,16657	0,037346	0,0024469	0,00061173	0,00018352	0,00021411	0,00048939	0,00027528	0,0009176	
0,049214	0,18376	0,069554	0,0073408	0,00061173	0,00055056	0,00042821	0	0,00027528	0,00030587	
0,017985	0,16211	0,11387	0,017128	0,0010705	0,00055056	0,00064232	0,00048939	0,00027528	0	
0,0056585	0,11941	0,14975	0,035358	0,0016823	0,00036704	0,00021411	0,00024469	0,00027528	0,00030587	
0,0013152	0,070961	0,16223	0,069248	0,0067291	0,0012846	0,00042821	0	0,00027528	0	
0,00030587	0,039763	0,14874	0,10302	0,014223	0,00055056	0,00064232	0,00048939	0	0	
6,1173e-005	0,016639	0,12268	0,13715	0,033798	0,0020187	0,00085642	0,00073408	0,00027528	0	
0	0,0060561	0,084235	0,16394	0,060714	0,0031198	0,00064232	0,00048939	0,00082584	0,00061173	
0	0,0018352	0,047532	0,15134	0,10201	0,013764	0,00085642	0,00073408	0,00027528	0,00061173	
0	0,00036704	0,022756	0,12186	0,13779	0,031565	0,00021411	0,00073408	0,00027528	0	
0	0,00012235	0,010185	0,086254	0,16027	0,052487	0,0023552	0,00048939	0,0011011	0,00061173	
0	0	0,004221	0,054077	0,15538	0,096348	0,0092066	0	0,00055056	0,0009176	
0	0	0,0012846	0,026672	0,13412	0,147	0,023552	0,00097877	0,00027528	0,00061173	
0	0	0,00018352	0,011378	0,09436	0,16297	0,047317	0,0019575	0,00055056	0,00061173	
0	0	0	0,0048939	0,051997	0,16388	0,099773	0,0073408	0	0,00030587	
0	0	0,00018352	0,0015905	0,024469	0,12828	0,14773	0,021044	0,00055056	0,00030587	
