0	54	
10	38	
20	36	
30	34	
40	53	
50	27	
60	30	
70	23	
80	33	
90	19	
100	28	
110	33	
120	21	
130	31	
140	34	
150	32	
160	30	
170	31	
180	32	
190	40	
200	44	
210	41	
220	48	
230	50	
240	45	
250	49	
260	53	
270	56	
280	55	
290	51	
300	65	
310	60	
320	62	
330	56	
340	60	
350	66	
360	66	
370	69	
380	67	
390	80	
400	83	
410	79	
420	74	
430	76	
440	83	
450	76	
460	86	
470	93	
480	88	
490	92	
500	97	
510	100	
520	99	
530	94	
540	101	
550	92	
560	100	
570	99	
580	119	
590	104	
600	118	
610	110	
620	129	
630	119	
640	136	
650	126	
660	123	
670	128	
680	129	
690	160	
700	147	
710	144	
720	176	
730	138	
740	133	
750	159	
760	174	
770	184	
780	166	
790	164	
800	184	
810	191	
820	180	
830	199	
840	209	
850	221	
860	192	
870	223	
880	199	
890	210	
900	210	
910	237	
920	235	
930	277	
940	245	
950	242	
960	245	
970	246	
980	265	
990	271	
1000	313	
1010	277	
1020	282	
1030	304	
1040	297	
1050	297	
1060	309	
1070	297	
1080	325	
1090	314	
1100	346	
1110	310	
1120	332	
1130	336	
1140	394	
1150	390	
1160	414	
1170	391	
1180	406	
1190	453	
1200	426	
1210	431	
1220	440	
1230	435	
1240	452	
1250	519	
1260	455	
1270	514	
1280	535	
1290	578	
1300	499	
1310	691	
1320	731	
1330	747	
1340	717	
1350	665	
1360	712	
1370	673	
1380	667	
1390	671	
1400	607	
1410	668	
1420	613	
1430	621	
1440	672	
1450	4177	
1460	1751	
1470	0	
1480	0	
1490	0	
1500	0	
1510	0	
1520	0	
1530	0	
1540	0	
1550	0	
1560	0	
1570	0	
1580	0	
1590	0	
1600	0	
1610	1	
