Tiempo (mseg)	Length  Destinos
21479570	61	61144209107
21479658	122	61144209107
21480361	55	221239137121
21483427	61	61144209107
21483496	62	1219231214
21484033	61	61144209107
21484033	128	22123346115
21484199	62	2181721757
21485322	62	1219231214
21487314	60	61144209107
21489345	63	202105117161
21490048	85	61144209107
21490048	85	2181721757
21490048	84	1219231214
21490605	132	61144253211
21491533	55	221239137121
21491699	61	61144253211
21491699	57	61144253211
21491699	128	22123346115
21493886	128	22123346115
21496259	62	61144209107
21503378	62	2181721757
21504072	62	2181722849
21505283	62	1219231214
21506201	61	61144209107
21506259	61	61144209107
21507011	61	61144209107
21509169	61	61144209107
21510048	61	61144209107
21510048	85	2181721757
21510048	84	1219231214
21511152	57	61144253211
21514667	57	61144253211
21516601	62	1231121779
21516855	128	22123346115
21520068	1084	61144253211
21520068	1084	61144253211
21520068	1084	61144253211
21520078	1084	61144253211
21520078	1084	61144253211
21520078	1084	61144253211
21520078	1084	61144253211
21520078	1084	61144253211
21520078	131	61144209107
21520078	133	61144209107
21520078	133	2181721757
21520078	133	2181721757
21520078	135	1231121779
21520078	135	202105117161
21520078	132	1219231214
21520078	132	2181722849
21520078	130	1301929144
21520078	130	193205213188
21520087	132	202105117161
21520087	132	61144253211
21520087	130	1301929144
21520087	128	22123346115
21520087	128	221239137121
21520136	1084	61144253211
21520136	1084	61144253211
21520146	1084	61144253211
21520146	1084	61144253211
21520146	1084	61144253211
21520146	1084	61144253211
21520146	1084	61144253211
21520146	1084	61144253211
21520761	1084	61144253211
21520761	1086	61144253211
21520761	1086	61144253211
21520761	1086	61144253211
21520761	1086	61144253211
21520771	1086	61144253211
21520771	1086	61144253211
21520771	1086	61144253211
21521386	1086	61144253211
21521386	1086	61144253211
21521386	1086	61144253211
21521386	1086	61144253211
21521386	1086	61144253211
21521386	1086	61144253211
21521386	1086	61144253211
21521396	1086	61144253211
21523271	62	2181721757
21523291	62	2181721757
21523955	62	2181721757
21523955	62	2181721757
21524511	128	22123346115
21525029	57	193205213188
21525312	62	1219231214
21526699	57	1301929144
21526699	57	1301929144
21526904	62	202105117161
21526943	62	202105117161
21527792	128	22123346115
21527812	1086	61144253211
21528251	1086	61144253211
21528876	1086	61144253211
21529306	1086	61144253211
21529677	1086	61144253211
21530039	85	2181721757
21530039	85	2181721757
21530039	87	1231121779
21530039	82	1301929144
21532060	1086	61144253211
21532500	1086	61144253211
21533769	62	1219231214
21533769	1086	61144253211
21534355	127	22123346115
21534746	1086	61144253211
21534746	1086	61144253211
21534970	63	202105117161
21535117	1086	61144253211
21535439	378	202105117161
21535878	1086	61144253211
21536025	63	202105117161
21536250	1086	61144253211
21536777	1086	61144253211
21537294	300	61144253211
21540019	84	1219231214
21540576	57	61144253211
21540771	61	61144253211
21540908	128	22123346115
21541083	1084	61144253211
21541083	1084	61144253211
21541083	1084	61144253211
21542011	1084	61144253211
21542011	1084	61144253211
21542656	1086	61144253211
21542656	1086	61144253211
21542656	1086	61144253211
21544082	63	202105117161
21544199	252	202105117161
21544199	128	22123346115
21545019	252	202105117161
21545146	252	202105117161
21545283	126	202105117161
21545429	83	61144209107
21545556	62	61144209107
21546142	126	202105117161
21546259	63	202105117161
21546376	60	61144209107
21546376	63	202105117161
21547470	63	202105117161
21547705	57	1301929144
21549179	1086	61144253211
21550029	83	61144209107
21550039	82	1301929144
21550644	1086	61144253211
21550908	62	1231121779
21553417	62	2181721757
21553417	62	2181721757
21554355	62	2181722849
21557558	57	1301929144
21558759	61	61144209107
21558896	305	61144209107
21559169	122	61144209107
21559189	61	61144209107
21559511	305	61144209107
21560078	85	61144209107
21560078	85	2181721757
21560078	85	2181721757
21560605	84	1219231214
21562958	122	61144209107
21563154	305	61144209107
21563886	122	61144209107
21564482	61	61144209107
21564570	61	61144209107
21564658	183	61144209107
21567158	128	22123346115
21567207	55	22122525199
21567207	76	22122525199
21567792	62	1231121779
21570039	131	61144209107
21570039	133	61144209107
21570048	133	2181721757
21570048	133	2181721757
21570048	135	1231121779
21570048	135	202105117161
21570048	87	202105117161
21570048	132	1219231214
21570048	132	2181722849
21570048	130	1301929144
21570058	130	193205213188
21570058	132	202105117161
21570058	132	61144253211
21570058	132	61144253211
21570058	130	1301929144
21570058	128	22123346115
21570058	128	221239137121
21571533	1084	61144253211
21571777	55	221239137121
21572626	1086	61144253211
21573437	62	2181721757
21574814	128	22123346115
21575009	57	1301929144
21575302	62	1219231214
21575341	57	193205213188
21575917	57	1301929144
21576875	61	61144209107
21577011	305	61144209107
21577011	126	22123346115
21578105	122	61144209107
21578105	62	202105117161
21578105	62	202105117161
21578105	128	22123346115
21578271	122	61144209107
21578447	366	61144209107
21579111	61	61144209107
21579716	55	221239137121
21580058	1082	221239137121
21580058	1082	221239137121
21580058	1082	221239137121
21580058	1082	221239137121
21580058	1082	221239137121
21580068	1082	221239137121
21580068	1082	221239137121
21580068	1082	221239137121
21580068	85	61144209107
21580068	87	202105117161
21580136	1082	221239137121
21580136	1082	221239137121
21580146	1082	221239137121
21580146	1082	221239137121
21580146	1082	221239137121
21580146	1082	221239137121
21580146	1082	221239137121
21580146	1082	221239137121
21580761	1082	221239137121
21580761	1082	221239137121
21580761	1084	221239137121
21580761	1084	221239137121
21580761	1084	221239137121
21580761	1084	221239137121
21580771	1084	221239137121
21580771	1084	221239137121
21581386	1084	221239137121
21581386	1084	221239137121
21581386	1084	221239137121
21581386	1084	221239137121
21581386	1084	221239137121
21581386	1084	221239137121
21581386	1084	221239137121
21581396	1084	221239137121
21583769	122	61144209107
21584111	62	1219231214
21584667	128	22123346115
21586201	1084	221239137121
21586474	1084	221239137121
21587480	1084	221239137121
21587490	1084	221239137121
21587548	1084	221239137121
21588105	1084	221239137121
21588339	1084	221239137121
21588750	1084	221239137121
21589042	121	61144209107
21589833	1084	221239137121
21589833	1084	221239137121
21590039	84	1219231214
21590322	1084	221239137121
21590751	1084	221239137121
21590937	1084	221239137121
21591025	61	61144253211
21591054	57	61144253211
21591230	128	22123346115
21591347	1084	221239137121
21591748	228	221239137121
21593427	128	22123346115
21594228	62	2181721757
21594228	62	2181721757
21594511	62	2181721757
21595771	60	61144209107
21597041	62	61144209107
21600039	85	2181721757
21600039	87	202105117161
21600039	82	1301929144
21602158	1084	221239137121
21602167	1084	221239137121
21604707	62	2181722849
21605693	62	1219231214
21607539	57	1301929144
21607626	1084	221239137121
21607626	1084	221239137121
21609814	1084	221239137121
21610048	85	2181721757
21610908	1084	221239137121
21610908	1084	221239137121
21612001	1084	221239137121
21614189	1086	61144253211
21617470	62	1231121779
21618037	60	61144209107
21620048	131	61144209107
21620048	133	61144209107
21620048	133	2181721757
21620048	133	2181721757
21620058	135	1231121779
21620058	135	202105117161
21620058	132	1219231214
21620058	132	2181722849
21620058	130	1301929144
21620058	130	193205213188
21620058	132	202105117161
21620058	132	61144253211
21620058	132	61144253211
21620058	130	1301929144
21620058	130	221239137121
21623388	62	2181721757
21623388	62	2181721757
21623505	62	2181721757
21623505	62	2181721757
21625312	57	1301929144
21625312	57	1301929144
21625673	57	193205213188
21626123	63	202105117161
21626220	126	202105117161
21627080	63	202105117161
21630029	85	2181721757
21630029	85	2181721757
21630595	1084	221239137121
21630595	1084	221239137121
21631689	55	221239137121
21633320	62	1219231214
21637167	62	61144209107
21640039	84	1219231214
21641396	61	61144253211
21641445	57	61144253211
21643613	57	61144253211
21643896	62	2181721757
21643896	62	2181721757
21647441	60	61144209107
21648105	62	202105117161
21650048	85	2181721757
21650048	85	2181721757
21652724	55	221239137121
21653876	62	2181722849
21661582	55	221239137121
21663935	62	2181721757
21663935	62	2181721757
21665488	62	1219231214
21666552	62	1231121779
21670087	131	61144209107
21670087	83	61144209107
21670087	133	61144209107
21670087	155	2181721757
21670097	155	2181721757
21670097	135	1231121779
21670097	135	202105117161
21670097	154	1219231214
21670097	154	2181722849
21670097	130	1301929144
21670097	130	193205213188
21670097	132	202105117161
21670097	132	61144253211
21670097	132	61144253211
21670107	130	1301929144
21670107	130	221239137121
21670175	62	202105117161
21671552	55	221239137121
21673408	62	2181721757
21673417	62	2181721757
21674980	57	193205213188
21676171	62	202105117161
21676552	57	1301929144
21676552	57	1301929144
21676718	62	202105117161
21677080	62	202105117161
21680019	1084	221239137121
21680019	1084	221239137121
21680029	1084	221239137121
21680029	1084	221239137121
21680029	1084	221239137121
21680029	1084	221239137121
21680029	1084	221239137121
21680029	1084	221239137121
21680146	1084	221239137121
21680146	1084	221239137121
21680146	1084	221239137121
21680146	1084	221239137121
21680146	1084	221239137121
21680156	1084	221239137121
21680156	1084	221239137121
21680156	1084	221239137121
21680791	1084	221239137121
21680791	1084	221239137121
21680791	1084	221239137121
21680791	1084	221239137121
21680791	1084	221239137121
21680791	1084	221239137121
21680791	1084	221239137121
21680791	1084	221239137121
21681406	1084	221239137121
21681406	1084	221239137121
21681406	1084	221239137121
21681416	1084	221239137121
21681416	1084	221239137121
21681416	1084	221239137121
21681416	1084	221239137121
21681416	1084	221239137121
21682207	62	202105117161
21683613	62	1219231214
21684531	62	2181721757
21684531	62	2181721757
21685595	62	2181722849
21685781	1084	221239137121
21686201	1084	221239137121
21686425	62	1219231214
21687041	1084	221239137121
21687763	1084	221239137121
21687763	1084	221239137121
21688144	1084	221239137121
21688603	1084	221239137121
21689003	1084	221239137121
21689394	1084	221239137121
21689804	1084	221239137121
21690068	85	2181721757
21690068	85	2181721757
21690078	84	1219231214
21690078	82	193205213188
21690205	1084	221239137121
21690722	61	61144253211
21690771	131	61144209107
21690771	133	61144209107
21691484	1084	221239137121
21691484	1084	221239137121
21691855	57	61144253211
21692041	1084	221239137121
21692500	228	221239137121
21696230	62	61144209107
21697041	60	61144209107
21700029	83	61144209107
21700605	1084	221239137121
21700605	1084	221239137121
21701699	1084	221239137121
21701699	1084	221239137121
21701708	1084	221239137121
21701708	1084	221239137121
21702080	55	221239137121
21704218	62	2181722849
21705429	57	193205213188
21705488	62	1219231214
21707939	1084	221239137121
21708232	61	61144209107
21708251	61	61144209107
21709355	122	61144209107
21712431	61	61144209107
21712470	61	61144209107
21713222	62	2181721757
21713242	62	2181721757
21713417	61	61144209107
21713730	61	61144209107
21716464	61	61144209107
21716806	62	1231121779
21717578	61	61144209107
21717773	61	61144209107
21720058	130	61144209107
21720068	154	61144209107
21720078	62	61144209107
21720078	132	2181721757
21720078	132	2181721757
21720078	156	1231121779
21720078	134	202105117161
21720078	131	1219231214
21720078	131	2181722849
21720078	129	1301929144
21720078	129	193205213188
21720078	131	202105117161
21720078	131	61144253211
21720078	131	61144253211
21720078	129	1301929144
21720078	129	221239137121
21720439	61	61144209107
21721542	61	61144209107
21721738	61	61144209107
21723388	62	2181721757
21723388	62	2181721757
21725126	57	193205213188
21725957	57	1301929144
21726601	62	202105117161
21726865	57	1301929144
21728378	61	61144209107
21728466	61	61144209107
21728574	244	61144209107
21729042	122	61144209107
21730068	85	2181721757
21730068	85	2181721757
21730068	87	202105117161
21730683	122	61144209107
21730830	122	61144209107
21730927	244	61144209107
21731230	61	61144209107
21731777	55	221239137121
21732500	61	61144209107
21733154	60	61144209107
21733408	61	61144209107
21733896	62	1219231214
21740029	84	1219231214
21740029	131	202105117161
21740029	131	61144253211
21740351	63	202105117161
21740917	61	61144253211
21740957	57	61144253211
21743808	63	2181721757
21743876	189	2181721757
21744033	378	2181721757
21744052	62	2181721757
21744345	63	2181721757
21744501	252	2181721757
21745039	315	2181721757
21745136	252	2181721757
21745439	189	2181721757
21748242	62	202105117161
21750439	63	2181721757
21750605	126	2181721757
21750791	126	2181721757
21750908	252	2181721757
21751318	189	2181721757
21751396	63	61144209107
21751542	378	61144209107
21752001	63	61144209107
21752001	188	2181721757
21752197	126	61144209107
21752324	315	61144209107
21752480	126	61144209107
21752636	441	61144209107
21752832	63	61144209107
21752939	252	61144209107
21753095	189	61144209107
21754189	61	61144209107
21754501	62	2181722849
21755673	61	61144209107
21755771	183	61144209107
21756171	63	61144209107
21756367	63	61144209107
21756679	378	61144209107
21756767	63	61144209107
21756972	61	61144209107
21757373	252	61144209107
21757480	63	61144209107
21758369	61	61144209107
21758408	122	61144209107
21758583	244	61144209107
21758583	126	61144209107
21758867	61	61144209107
21760029	84	202105117161
21760283	63	202105117161
21760449	315	202105117161
21760654	126	202105117161
21761074	63	202105117161
21761250	252	202105117161
21761484	126	202105117161
21761562	63	202105117161
21761611	62	1231121779
21761650	57	61144253211
21761855	63	202105117161
21762060	63	202105117161
21762158	252	202105117161
21762353	189	202105117161
21764443	126	202105117161
21764521	189	202105117161
21764560	63	2181721757
21764658	252	2181721757
21764677	126	202105117161
21764970	126	202105117161
21765292	252	202105117161
21765449	63	202105117161
21765654	126	202105117161
21765791	63	202105117161
21765947	63	202105117161
21766113	63	202105117161
21767324	62	1231121779
21768417	60	61144209107
21770058	130	61144209107
21770058	132	61144209107
21770058	132	2181721757
21770058	132	2181721757
21770058	134	1231121779
21770058	134	202105117161
21770068	131	1219231214
21770068	131	2181722849
21770068	129	1301929144
21770068	129	193205213188
21770068	131	202105117161
21770068	131	61144253211
21770068	131	61144253211
21770068	129	1301929144
21770068	129	221239137121
21771503	55	221239137121
21773505	62	2181721757
21773505	62	2181721757
21775136	57	1301929144
21775449	57	193205213188
21775498	62	1219231214
21776064	57	1301929144
21778251	62	202105117161
21778251	62	202105117161
21778574	61	61144209107
21779882	63	61144209107
21780029	85	2181721757
21780029	84	1219231214
21780595	189	61144209107
21781533	55	221239137121
21783203	62	1219231214
21790029	232	21115522414
21790039	131	1219231214
21790039	131	61144253211
21790292	57	61144253211
21791210	61	61144253211
21791250	57	61144253211
21793457	63	202105117161
21793574	252	202105117161
21794667	62	2181721757
21794667	126	202105117161
21796855	110	21115522414
21797197	62	1231121779
21800048	1084	221239137121
21800048	1084	221239137121
21800048	1084	221239137121
21800048	1084	221239137121
21800048	1084	221239137121
21800048	1084	221239137121
21800058	1084	221239137121
21800058	1084	221239137121
21800087	85	61144209107
21800087	85	2181721757
21800087	84	202105117161
21800146	1084	221239137121
21800146	1084	221239137121
21800146	1084	221239137121
21800146	1084	221239137121
21800146	1084	221239137121
21800146	1084	221239137121
21800146	1084	221239137121
21800146	1084	221239137121
21800761	1084	221239137121
21800761	1084	221239137121
21800761	1084	221239137121
21800761	1084	221239137121
21800761	1084	221239137121
21800761	1084	221239137121
21800771	1084	221239137121
21800771	1084	221239137121
21801386	1084	221239137121
21801386	1084	221239137121
21801386	1084	221239137121
21801396	1084	221239137121
21801396	1084	221239137121
21801396	1084	221239137121
21801396	1084	221239137121
21801396	1084	221239137121
21804882	62	2181722849
21809550	1084	221239137121
21809951	1084	221239137121
21810244	1084	221239137121
21810712	1084	221239137121
21810810	1084	221239137121
21810810	1084	221239137121
21811240	1084	221239137121
21811699	1084	221239137121
21811962	61	61144253211
21812841	1084	221239137121
21812841	1084	221239137121
21813251	1084	221239137121
21813720	1084	221239137121
21813916	62	2181721757
21814052	1084	221239137121
21814541	1084	221239137121
21814951	1084	221239137121
21815527	1084	221239137121
21816289	1084	221239137121
21816894	1084	221239137121
21816894	853	221239137121
21818720	62	1231121779
21818720	131	61144253211
21818886	61	61144209107
21820029	131	61144209107
21820029	83	61144209107
21820029	133	61144209107
21820029	155	2181721757
21820029	133	2181721757
21820029	85	2181721757
21820039	162	1231121779
21820039	135	202105117161
21820039	132	1219231214
21820039	132	2181722849
21820039	130	1301929144
21820039	130	193205213188
21820039	132	202105117161
21820039	132	61144253211
21820039	132	61144253211
21820048	130	1301929144
21820087	130	221239137121
21820449	1084	221239137121
21820449	1084	221239137121
21821601	1084	221239137121
21821601	1084	221239137121
21821601	1084	221239137121
21821601	1084	221239137121
21823388	62	2181721757
21823388	62	2181721757
21825449	57	1301929144
21825742	57	193205213188
21825830	62	1219231214
21826376	57	1301929144
21830039	85	2181721757
21830039	84	1219231214
21830048	259	1301928634
21830048	259	1923317824
21830351	1084	221239137121
21833476	62	1219231214
21834511	62	2181721757
21840029	85	2181721757
21840605	83	61144209107
21840605	132	1219231214
21841699	61	61144253211
21841699	57	61144253211
21843476	62	2181721757
21843476	62	2181721757
21845117	55	1301928634
21845166	55	1923317824
21846240	60	61144209107
21846865	55	61185209234
21846865	104	61185209234
21849355	1084	221239137121
21850029	85	2181721757
21850029	87	202105117161
21850029	84	1219231214
21850029	1084	221239137121
21854091	62	2181722849
21854257	62	1219231214
21854394	62	2181721757
21860019	85	2181721757
21860019	259	2212200154
21863291	62	2181721757
21863291	62	2181721757
21866621	62	1231121779
21867285	62	202105117161
21870078	131	61144209107
21870078	133	61144209107
21870078	155	2181721757
21870078	155	2181721757
21870078	135	1231121779
21870078	135	202105117161
21870078	133	1219231214
21870078	132	2181722849
21870078	130	1301929144
21870078	130	193205213188
21870078	132	202105117161
21870078	132	61144253211
21870078	132	61144253211
21870087	130	1301929144
21870087	130	221239137121
21872187	55	221239137121
21872314	55	221239137121
21873271	62	2181721757
21875029	57	193205213188
21875302	62	1219231214
21876054	57	1301929144
21876494	62	202105117161
21876523	62	202105117161
21876699	57	1301929144
21877363	62	202105117161
21877363	62	202105117161
21879941	55	221239137121
21880048	87	202105117161
21880048	84	202105117161
21883789	62	1219231214
21887636	62	61144209107
21887636	104	61185209234
21890048	85	1219231214
21890048	259	1219231214
21890917	132	61144253211
21891406	61	61144253211
21891425	57	61144253211
21894052	62	2181721757
21895527	55	1219231214
21897246	60	61144209107
21900761	259	2212200154
21904404	62	2181722849
21915449	62	1219231214
21916962	62	1231121779
21917646	62	61144209107
21920048	92	21115522414
21920048	131	61144209107
21920048	133	61144209107
21920048	133	2181721757
21920058	133	2181721757
21920058	135	1231121779
21920058	135	202105117161
21920058	155	1219231214
21920058	132	2181722849
21920058	130	1301929144
21920058	130	193205213188
21920058	132	202105117161
21920058	132	61144253211
21920058	132	61144253211
21920058	130	1301929144
21920058	130	221239137121
21920058	259	61175236190
21922626	55	221239137121
21923710	62	2181721757
21923710	62	2181721757
21924970	57	1301929144
21925058	57	1301929144
21925332	57	193205213188
21927001	54	21115522414
21927333	62	202105117161
21930048	259	6592203150
21930048	259	61175236190
21930048	259	17216888
21930048	259	192168048
21930048	259	192168441
21930996	56	61185209234
21930996	117	61185209234
21933798	62	2181721757
21933798	62	2181721757
21934101	62	1219231214
21936699	88	61185209234
21936855	60	61144209107
21936855	57	61185209234
21939042	63	202105117161
21940058	131	61144209107
21940058	133	61144209107
21940058	132	61144253211
21940058	259	202115153145
21940058	259	1942916947
21940058	259	8222492189
21940693	61	61144253211
21940722	57	61144253211
21941708	77	61185209234
21942324	57	61185209234
21942978	63	202105117161
21947060	63	202105117161
21950048	85	2181721757
21950048	85	2181721757
21950058	259	192168881
21950058	259	19216801
21950058	259	1942916945
21950068	259	1526624820
21950068	259	1942916950
21950849	55	1526624820
21951044	63	202105117161
21954716	62	2181722849
21955263	63	202105117161
21956542	62	1219231214
21957421	62	202105117161
21957626	259	2212200154
21960029	85	1219231214
21960029	259	21913023269
21960039	259	202196168113
21960039	259	1526624877
21960039	259	137194164234
21960039	259	17216145113
21960039	259	137194214152
21960634	55	1526624877
21960908	259	61175236190
21963427	63	2181721757
21963564	378	2181721757
21963818	126	2181721757
21963896	189	2181721757
21964033	378	2181721757
21964199	378	2181721757
21964443	63	2181721757
21964521	189	2181721757
21965292	252	2181721757
21967480	62	1231121779
21970058	130	61144209107
21970068	132	61144209107
21970068	132	2181721757
21970068	132	2181721757
21970068	134	1231121779
21970068	134	202105117161
21970068	132	1219231214
21970068	131	2181722849
21970068	129	1301929144
21970068	129	193205213188
21970068	131	202105117161
21970068	131	61144253211
21970068	131	61144253211
21970068	129	1301929144
21970068	129	221239137121
21970068	128	61185209234
21970322	126	2181721757
21970449	315	2181721757
21970625	189	2181721757
21970742	55	221239137121
21970761	126	2181721757
21970761	259	6592203150
21970761	259	61175236190
21970761	259	17216888
21970761	259	192168048
21970761	259	192168441
21971845	188	2181721757
21973583	62	2181721757
21973583	62	2181721757
21973583	85	2181721757
21974033	62	2181721757
21975322	57	1301929144
21975625	63	202105117161
21975693	57	193205213188
21976220	57	1301929144
21977480	63	202105117161
21977617	62	202105117161
21977646	441	202105117161
21979824	63	202105117161
21980048	85	2181721757
21980048	85	2181721757
21980048	126	202105117161
21980048	82	1301929144
21980410	63	202105117161
21980605	85	1219231214
21980605	259	202115153145
21980615	259	1942916947
21980615	259	8222492189
21981396	63	202105117161
21981689	55	221239137121
21981855	378	202105117161
21982783	63	202105117161
21983291	62	1219231214
21983769	63	202105117161
21987529	62	202105117161
21990019	132	61144209107
21990019	259	192168881
21990019	259	19216801
21990029	259	1942916945
21990029	259	1942916950
21990888	61	61144253211
21990917	57	61144253211
21993730	62	61144209107
21994160	57	61144253211
21994853	62	2181721757
21996240	62	1219231214
21997011	60	61144209107
21997548	60	61144209107
22000029	1086	61144253211
22000029	1086	61144253211
22000029	1086	61144253211
22000029	1086	61144253211
22000029	1086	61144253211
22000039	1086	61144253211
22000039	1086	61144253211
22000039	1086	61144253211
22000068	83	61144209107
22000068	85	2181721757
22000068	85	1219231214
22000068	259	21913023269
22000068	259	202196168113
22000068	259	137194164234
22000078	259	17216145113
22000078	259	137194214152
22000078	259	6119113662
22000136	1086	61144253211
22000146	1086	61144253211
22000146	1086	61144253211
22000146	1086	61144253211
22000146	1086	61144253211
22000146	1086	61144253211
22000146	1086	61144253211
22000146	1086	61144253211
22000761	1086	61144253211
22000761	1086	61144253211
22000761	1086	61144253211
22000771	1086	61144253211
22000771	1086	61144253211
22000771	1086	61144253211
22000771	1086	61144253211
22000771	1086	61144253211
22001386	1086	61144253211
22001386	1086	61144253211
22001386	1086	61144253211
22001386	1086	61144253211
22001386	1086	61144253211
22001386	1086	61144253211
22001396	1086	61144253211
22001396	1086	61144253211
22001660	63	202105117161
22002714	55	221239137121
22003886	62	2181722849
22006904	1086	61144253211
22007646	57	1301929144
22008105	1086	61144253211
22008515	1086	61144253211
22008955	1086	61144253211
22009345	1086	61144253211
22009794	1086	61144253211
22010664	62	1231121779
22011123	1086	61144253211
22011601	1086	61144253211
22011923	1086	61144253211
22012304	1086	61144253211
22013115	57	61185209234
22013144	1086	61144253211
22013144	1086	61144253211
22014208	1086	61144253211
22014208	1086	61144253211
22015234	62	1219231214
22015625	230	61144253211
22016513	62	1231121779
22017783	259	61175236190
22020039	83	61144209107
22020039	130	61144209107
22020039	132	61144209107
22020039	132	2181721757
22020039	132	2181721757
22020039	161	1231121779
22020039	134	202105117161
22020039	132	1219231214
22020048	131	2181722849
22020048	129	1301929144
22020048	129	193205213188
22020048	131	202105117161
22020048	131	61144253211
22020048	131	61144253211
22020048	129	1301929144
22020048	129	221239137121
22020048	128	61185209234
22021064	1086	61144253211
22021064	1086	61144253211
22021074	1086	61144253211
22021074	1086	61144253211
22021074	1086	61144253211
22021074	1086	61144253211
22022158	1086	61144253211
22022158	1086	61144253211
22022919	55	21913023269
22023417	62	2181721757
22023417	62	2181721757
22023769	62	2181721757
22023769	62	2181721757
22024697	62	2181722849
22024990	57	193205213188
22026533	57	1301929144
22026533	57	1301929144
22027304	1086	61144253211
22027578	62	202105117161
22027626	259	6592203150
22027626	259	61175236190
22027636	259	17216888
22027636	259	192168048
22027636	259	192168441
22028720	1086	61144253211
22030039	85	2181721757
22030039	85	2181721757
22032812	1086	61144253211
22035175	62	1219231214
22035644	63	202105117161
22035771	252	202105117161
22035957	126	202105117161
22036542	62	61144209107
22036689	63	202105117161
22036855	189	202105117161
22037041	126	202105117161
22037470	63	202105117161
22037470	259	202115153145
22037480	259	1942916947
22037480	259	8222492189
22037675	61	61144209107
22037792	122	61144209107
22038564	305	61144209107
22038886	61	61144209107
22039042	427	61144209107
22039580	61	61144209107
22039658	61	61144209107
22040029	366	61144209107
22040175	61	61144209107
22040283	183	61144209107
22040761	244	61144209107
22040761	259	6119113662
22040761	128	61185209234
22041250	61	61144253211
22041289	57	61144253211
22043427	62	2181721757
22043447	62	2181721757
22044443	62	2181721757
22044443	62	2181721757
22045449	62	61144209107
22047324	259	192168881
22047324	259	19216801
22047324	259	1942916945
22047333	259	1942916950
22047548	62	202105117161
22047548	62	202105117161
22049511	1086	61144253211
22049511	1086	61144253211
22050048	87	202105117161
22050048	259	871066731
22050048	259	137194164233
22050048	259	61166189154
22050048	259	61166189154
22050048	259	137194214154
22050048	259	15157618
22050605	85	2181721757
22050605	85	2181721757
22053408	62	2181721757
22053408	62	2181721757
22054072	62	1219231214
22054228	62	2181722849
22054394	61	61144209107
22054560	122	61144209107
22054707	61	61144209107
22054843	183	61144209107
22054970	122	61144209107
22055585	61	61144209107
22056064	1086	61144253211
22057158	1086	61144253211
22057158	259	202196168113
22057158	259	137194164234
22057167	259	17216145113
22057167	259	137194214152
22057802	55	871066731
22060078	83	61144209107
22060078	85	2181721757
22060078	85	2181721757
22060078	85	1219231214
22060078	84	61144253211
22060078	259	220197188101
22060078	259	119030205
22060078	259	15157618
22060078	259	221239137121
22064169	57	61185209234
22066855	62	1231121779
22070058	153	61144209107
22070058	133	61144209107
22070058	133	2181721757
22070058	133	2181721757
22070058	135	1231121779
22070058	87	202105117161
22070058	135	202105117161
22070058	133	1219231214
22070058	132	2181722849
22070068	130	1301929144
22070068	130	193205213188
22070068	132	202105117161
22070068	132	61144253211
22070068	132	61144253211
22070068	130	1301929144
22070068	130	221239137121
22070068	130	61185209234
22070068	259	20211231199
22070068	259	2021180244
22070068	259	5821122642
22073447	62	2181721757
22073466	62	2181721757
22074873	57	193205213188
22075478	57	1301929144
22075781	57	1301929144
22076738	62	202105117161
22077656	62	202105117161
22077656	62	202105117161
22080078	259	2211367238
22080078	259	2211367238
22080078	259	2182268110
22080078	259	61175236190
22080078	259	61175236190
22080087	259	22282227138
22080322	55	221239137121
22083916	62	1219231214
22090039	259	137194164233
22090039	259	61166189154
22090039	259	61166189154
22090048	259	137194214154
22090048	259	15157618
22090048	259	2227924585
22090048	259	2226914592
22090644	61	61144253211
22090673	57	61144253211
22094130	62	2181721757
22094130	62	2181721757
22095058	55	2226914592
22095058	111	2226914592
22095439	61	61144253211
22096953	60	61144209107
22097646	259	6119113662
22099121	55	2226914592
22099121	83	2226914592
22100039	85	2181721757
22100039	85	2181721757
22100039	259	221220086
22100927	259	220197188101
22100927	259	119030205
22100927	259	15157618
22100927	259	221239137121
22103222	72	2226914592
22104189	55	2226914592
22104501	62	2181722849
22106376	62	1219231214
22107470	55	2226914592
22109121	55	119030205
22110039	83	61144209107
22110048	85	1219231214
22110761	259	20211231199
22110761	259	2021180244
22110761	259	5821122642
22113447	62	2181721757
22113447	62	2181721757
22113701	57	61185209234
22113876	57	61144253211
22116562	55	21917458170
22116562	104	21917458170
22117324	62	1231121779
22118759	60	61144209107
22119912	117	21917458170
22120068	130	61144209107
22120068	132	61144209107
22120068	154	2181721757
22120078	154	2181721757
22120078	134	1231121779
22120078	134	202105117161
22120078	132	1219231214
22120078	131	2181722849
22120078	129	1301929144
22120078	129	193205213188
22120078	131	202105117161
22120078	131	61144253211
22120078	131	61144253211
22120078	129	1301929144
22120078	129	221239137121
22120078	128	2226914592
22120078	129	61185209234
22120078	56	21917458170
22120078	259	21917458170
22120625	259	2211367238
22120625	259	2211367238
22120634	259	2182268110
22120634	259	61175236190
22120634	259	61175236190
22120634	259	22282227138
22123183	88	21917458170
22123544	62	2181721757
22123544	62	2181721757
22123876	57	21917458170
22125458	57	193205213188
22125478	62	1219231214
22126074	57	1301929144
22126074	57	1301929144
22126191	55	21917458170
22126191	111	21917458170
22127714	62	202105117161
22127714	62	202105117161
22128125	77	21917458170
22128271	57	21917458170
22130078	55	21917458170
22130078	83	21917458170
22130078	83	61144209107
22130087	259	2227924585
22130253	62	1231121779
22130712	55	221239137121
22133222	62	1219231214
22133730	55	2226914592
