Tiempo (mseg)	Length  Destinos
24223349	62	2181721757
24223369	62	2181721757
24223427	62	2181721757
24225439	57	193205213188
24225468	62	1219231214
24226064	57	1301929144
24226318	83	61144209107
24229951	57	21913023269
24230058	85	2181721757
24230058	259	130192868
24230058	259	130192863
24230937	55	130192868
24231015	55	130192863
24231152	57	130192869
24231230	55	221239137121
24231533	62	202105117161
24233212	62	1219231214
24234160	57	61144253211
24235390	57	222129136247
24240048	85	1219231214
24240048	129	21917458170
24240048	259	1526624820
24240048	259	1526624877
24240449	55	1526624820
24240771	57	61144253211
24242431	55	1526624877
24242919	57	21917458170
24243417	62	2181721757
24245673	62	1219231214
24245966	57	22282227138
24246845	60	61144209107
24246845	130	21917458170
24250068	83	61144209107
24250068	85	2181721757
24250068	85	1219231214
24250576	62	202105117161
24254912	62	2181722849
24255595	129	21913023269
24255761	62	61144209107
24258076	61	61144209107
24258105	61	61144209107
24258886	244	61144209107
24258886	130	21917458170
24260039	61	61144209107
24260039	259	2212200154
24261064	130	21917458170
24261474	57	61144253211
24261552	55	221239137121
24262089	61	61144209107
24262851	122	61144209107
24263251	61	61144209107
24263701	62	2181721757
24264013	61	61144209107
24266181	61	61144209107
24266542	62	1219231214
24266542	129	21917458170
24266738	61	61144209107
24266992	62	1231121779
24267626	61	61144209107
24268154	121	61144209107
24268720	129	21917458170
24270068	130	61144209107
24270068	132	61144209107
24270068	132	2181721757
24270068	132	2181721757
24270068	134	1231121779
24270068	134	202105117161
24270068	154	1219231214
24270068	131	2181722849
24270068	129	193205213188
24270068	132	61144253211
24270068	131	1301929144
24270068	130	221239137121
24270068	131	21917458170
24270078	129	222129136247
24270078	131	22282227138
24270078	129	130192869
24270078	129	21913023269
24270078	259	2211367238
24270078	259	2211367238
24270078	259	22221216516
24270800	122	61144209107
24271572	61	61144209107
24271572	57	21913023269
24272177	122	61144209107
24273359	62	2181721757
24273359	62	2181721757
24273359	85	2181721757
24275791	57	193205213188
24275810	57	22282227138
24276386	57	1301929144
24279082	61	61144209107
24279667	61	61144209107
24280048	122	61144209107
24280048	85	2181721757
24280048	85	2181721757
24280048	87	21913023269
24280175	183	61144209107
24280283	244	61144209107
24280380	57	130192869
24280732	62	202105117161
24280761	55	221239137121
24283466	62	1219231214
24284042	122	61144209107
24285458	62	1219231214
24286455	62	61144209107
24288681	61	61144209107
24290605	130	61144209107
24290605	154	1219231214
24291035	57	61144253211
24293398	62	2181721757
24293398	62	2181721757
24297529	60	61144209107
24298261	131	22282227138
24298789	61	61144209107
24300078	85	2181721757
24300078	85	2181721757
24300078	82	193205213188
24300087	259	2212200154
24300185	61	61144209107
24300449	61	61144209107
24301953	55	221239137121
24304208	62	2181722849
24304853	129	21913023269
24305400	57	193205213188
24305458	62	1219231214
24305839	57	222129136247
24306181	61	61144209107
24306230	122	61144209107
24307011	183	61144209107
24310048	85	1219231214
24310058	259	2211367238
24310058	259	2211367238
24310058	259	22221216516
24313457	62	2181721757
24313457	62	2181721757
24314687	87	21913023269
24316806	62	1231121779
24319326	57	21913023269
24319707	62	61144209107
24320087	131	61144209107
24320087	133	61144209107
24320087	133	2181721757
24320087	133	2181721757
24320087	135	1231121779
24320087	135	202105117161
24320087	133	1219231214
24320087	132	2181722849
24320087	130	193205213188
24320087	133	61144253211
24320087	132	1301929144
24320087	131	221239137121
24320087	132	21917458170
24320087	132	22282227138
24320087	130	130192869
24320087	130	21913023269
24323173	62	2181721757
24323173	62	2181721757
24325039	57	193205213188
24325312	62	1219231214
24326093	57	22282227138
24326699	57	1301929144
24330058	85	2181721757
24330058	85	2181721757
24330673	57	130192869
24330859	62	202105117161
24333740	62	1219231214
24337626	62	61144209107
24340039	85	1219231214
24340908	133	1219231214
24341240	57	21917458170
24341455	57	61144253211
24342148	55	61175236190
24342148	104	61175236190
24342548	57	21917458170
24343994	62	2181721757
24343994	62	2181721757
24345566	60	61144209107
24346582	61	61144209107
24347363	121	61144209107
24348183	61	61144209107
24348378	122	61144209107
24350097	85	61144209107
24350097	85	2181721757
24350097	85	2181721757
24350097	85	61144253211
24350097	259	1942916949
24354394	62	2181722849
24357314	259	2212200154
24357558	57	22282227138
24358085	63	61144209107
24358105	63	61144209107
24358251	378	61144209107
24358417	315	61144209107
24358701	63	61144209107
24358720	63	61144209107
24358886	378	61144209107
24359189	63	61144209107
24359501	378	61144209107
24360058	1086	22282227138
24360068	1086	22282227138
24360068	1086	22282227138
24360068	1086	22282227138
24360068	1086	22282227138
24360068	1086	22282227138
24360068	1086	22282227138
24360068	1086	22282227138
24360068	92	21115522414
24360068	84	2181722849
24360068	259	6592203150
24360068	259	61175236190
24360136	1086	22282227138
24360136	1086	22282227138
24360136	1086	22282227138
24360136	1086	22282227138
24360136	1086	22282227138
24360136	1086	22282227138
24360136	1086	22282227138
24360136	1086	22282227138
24360761	1086	22282227138
24360761	1086	22282227138
24360761	1086	22282227138
24360771	1086	22282227138
24360771	1086	22282227138
24360771	1086	22282227138
24360771	1086	22282227138
24360771	1086	22282227138
24361386	1086	22282227138
24361386	1086	22282227138
24361386	1086	22282227138
24361386	1086	22282227138
24361396	1086	22282227138
24361396	1086	22282227138
24361396	1086	22282227138
24361396	1086	22282227138
24362041	63	61144209107
24362392	126	61144209107
24362490	126	61144209107
24362626	378	61144209107
24362792	126	61144209107
24363193	62	2181721757
24363193	62	2181721757
24363564	62	61144209107
24365195	57	61144253211
24365615	57	21913023269
24366337	62	1231121779
24366826	1086	22282227138
24366826	1086	22282227138
24367158	259	2211367238
24367158	259	2211367238
24367158	259	22221216516
24367236	1086	22282227138
24368095	1086	22282227138
24368886	1086	22282227138
24369160	58	21913023269
24369160	87	21913023269
24369345	54	21115522414
24369345	62	61144209107
24369345	133	1219231214
24370117	131	61144209107
24370117	133	61144209107
24370117	155	2181721757
24370117	155	2181721757
24370117	157	1231121779
24370126	135	202105117161
24370126	133	1219231214
24370126	132	2181722849
24370126	130	193205213188
24370126	133	61144253211
24370126	132	1301929144
24370126	131	221239137121
24370126	132	21917458170
24370126	130	130192869
24370126	130	21913023269
24370126	259	61175236190
24370126	259	137194214152
24370126	259	96246253171
24370126	259	96246253171
24370126	259	202115153145
24370126	259	192168441
24370175	1086	22282227138
24370498	1086	22282227138
24370917	1086	22282227138
24371318	1086	22282227138
24371699	55	221239137121
24371728	1086	22282227138
24372148	1086	22282227138
24372568	1086	22282227138
24373056	1086	22282227138
24373349	62	2181721757
24373349	62	2181721757
24373476	1086	22282227138
24373945	1086	22282227138
24374267	1086	22282227138
24374697	1086	22282227138
24374970	57	1301929144
24375312	57	193205213188
24375576	57	22282227138
24375576	1086	22282227138
24375576	929	22282227138
24378691	252	61144209107
24378740	126	61144209107
24379199	189	61144209107
24380039	259	192168881
24380048	259	1942916948
24380048	259	1942916947
24380976	55	221239137121
24381035	57	130192869
24382167	55	61175236190
24382167	76	61175236190
24382470	104	61175236190
24383798	63	61144209107
24384033	62	1219231214
24384589	63	61144209107
24384589	85	61144209107
24385292	62	1219231214
24385751	1086	22282227138
24385761	1086	22282227138
24385761	1086	22282227138
24386845	60	61144209107
24386845	1086	22282227138
24387216	55	61175236190
24387216	111	61175236190
24387939	1086	22282227138
24388310	55	96246253171
24388310	111	96246253171
24388339	55	96246253171
24390019	1085	221239137121
24390019	1085	221239137121
24390019	1085	221239137121
24390019	1085	221239137121
24390019	1085	221239137121
24390019	1085	221239137121
24390019	1085	221239137121
24390019	1085	221239137121
24390078	85	61144209107
24390078	85	1219231214
24390078	259	1942916949
24390078	259	19216801
24390078	259	1942916946
24390078	259	1301929238
24390078	259	130192869
24390078	259	1942916945
24390078	259	8222492189
24390126	1085	221239137121
24390136	1085	221239137121
24390136	1085	221239137121
24390136	1085	221239137121
24390136	1085	221239137121
24390136	1085	221239137121
24390136	1085	221239137121
24390136	1085	221239137121
24390683	57	61144253211
24390751	1085	221239137121
24390751	1085	221239137121
24390751	1085	221239137121
24390751	1085	221239137121
24390751	1085	221239137121
24390751	1085	221239137121
24390761	1085	221239137121
24390761	1085	221239137121
24391376	1085	221239137121
24391376	1085	221239137121
24391386	1085	221239137121
24391386	1085	221239137121
24391386	1085	221239137121
24391386	1085	221239137121
24391386	1085	221239137121
24391386	1085	221239137121
24391425	126	1231121779
24391611	63	1231121779
24391757	63	1231121779
24391953	63	1231121779
24392216	63	1231121779
24392314	63	1231121779
24392587	126	1231121779
24392753	63	1231121779
24392753	57	21917458170
24392919	63	1231121779
24393076	63	1231121779
24393203	62	2181721757
24393251	63	1231121779
24393574	126	1231121779
24393750	63	1231121779
24393906	62	2181721757
24393925	63	1231121779
24394101	63	1231121779
24394277	63	1231121779
24394423	63	1231121779
24394755	126	1231121779
24394931	63	1231121779
24395322	63	1231121779
24395498	63	1231121779
24395830	126	1231121779
24395927	55	96246253171
24395927	83	96246253171
24395986	63	1231121779
24396181	63	1231121779
24399169	83	61175236190
24399521	55	1301929238
24399521	111	1301929238
24399833	55	130192869
24399843	111	130192869
24400058	259	6592203150
24400058	259	61175236190
24400058	55	61175236190
24400058	259	1942916944
24400058	259	5825255227
24400058	259	1942916950
24400058	259	21913023269
24401035	1085	221239137121
24401953	55	221239137121
24401972	1085	221239137121
24403085	1085	221239137121
24403935	1085	221239137121
24404511	61	61144209107
24404746	62	2181722849
24405390	1085	221239137121
24405390	62	1219231214
24405449	183	61144209107
24405449	85	61144209107
24406923	1085	221239137121
24407041	1085	221239137121
24408789	1085	221239137121
24410058	85	2181721757
24410058	85	1219231214
24410058	259	202196168113
24410781	1085	221239137121
24410781	1085	221239137121
24410781	1085	221239137121
24410781	1085	221239137121
24410781	1085	221239137121
24410781	1085	221239137121
24410791	1085	221239137121
24410791	1085	221239137121
24410917	85	61144209107
24410917	259	137194214152
24410917	259	202115153145
24410917	259	192168441
24411357	57	61144253211
24411738	63	1231121779
24411875	63	1231121779
24412021	1085	221239137121
24412021	1085	221239137121
24412021	1085	221239137121
24412021	1085	221239137121
24412021	1085	221239137121
24412021	1085	221239137121
24412021	1085	221239137121
24412031	1085	221239137121
24412031	1085	221239137121
24412031	1085	221239137121
24412031	1085	221239137121
24412207	126	1231121779
24412363	63	1231121779
24412470	55	1301929238
24412470	83	1301929238
24412539	63	1231121779
24412705	63	1231121779
24412734	55	130192869
24412734	83	130192869
24412734	55	96246253171
24412734	72	96246253171
24412871	63	1231121779
24413261	1085	221239137121
24413261	1085	221239137121
24413261	1085	221239137121
24413261	1085	221239137121
24413261	1085	221239137121
24413388	57	21917458170
24413535	62	2181721757
24413828	63	1231121779
24413994	63	1231121779
24414169	63	1231121779
24414482	126	1231121779
24414589	62	2181721757
24414658	63	1231121779
24414814	63	1231121779
24414990	63	1231121779
24415166	63	1231121779
24415498	126	1231121779
24415664	63	1231121779
24415830	63	1231121779
24416005	63	1231121779
24416171	63	1231121779
24416328	63	1231121779
24416669	126	1231121779
24416826	63	1231121779
24416992	63	1231121779
24417060	72	61175236190
24417158	63	1231121779
24417324	63	1231121779
24417480	55	61175236190
24417675	126	1231121779
24417851	63	1231121779
24417929	55	61175236190
24418056	63	1231121779
24418222	63	1231121779
24418457	63	1231121779
24418750	126	1231121779
24418955	63	1231121779
24419140	63	1231121779
24419140	57	21913023269
24419843	62	1231121779
24419843	1085	221239137121
24420078	131	61144209107
24420078	133	61144209107
24420078	133	2181721757
24420078	133	2181721757
24420078	135	1231121779
24420078	135	202105117161
24420078	133	1219231214
24420078	132	2181722849
24420078	130	193205213188
24420078	133	61144253211
24420078	132	1301929144
24420078	132	21917458170
24420078	132	22282227138
24420078	130	130192869
24420078	130	21913023269
24420390	1085	221239137121
24420468	62	1231121779
24420761	259	192168881
24420761	259	1942916948
24420771	259	1942916947
24420839	1085	221239137121
24421494	55	5825255227
24421494	111	5825255227
24421855	1085	221239137121
24422041	1085	221239137121
24422949	62	61144209107
24422958	1086	22282227138
24422958	1086	22282227138
24423271	62	2181721757
24423271	62	2181721757
24423935	293	221239137121
24425117	62	1219231214
24425507	62	2181722849
24425615	57	193205213188
24426035	1085	221239137121
24426230	57	1301929144
24427128	57	21913023269
24427148	55	1301929238
24427148	72	1301929238
24427314	1085	221239137121
24427402	72	130192869
24427968	62	61144209107
24428359	55	96246253171
24428408	55	130192869
24429052	62	202105117161
24429531	1085	221239137121
24430058	85	61144209107
24430058	85	2181721757
24430058	85	1219231214
24430390	57	130192869
24430605	259	19216801
24430605	259	1942916946
24430605	259	1942916945
24430605	259	8222492189
24430751	62	202105117161
24431376	1085	221239137121
24433291	62	1219231214
24434287	63	1231121779
24434443	63	1231121779
24434619	63	1231121779
24434902	63	1231121779
24435244	126	1231121779
24435410	63	1231121779
24435576	63	1231121779
24435732	63	1231121779
24435917	63	1231121779
24436064	55	61175236190
24436396	126	1231121779
24436552	63	1231121779
24436572	87	1231121779
24437158	62	1231121779
24439355	1085	221239137121
24439355	1085	221239137121
24439365	1085	221239137121
24439365	104	61175236190
24440029	133	2181721757
24440039	133	2181721757
24440039	87	202105117161
24440039	259	1942916944
24440039	259	1942916950
24440644	55	1301929238
24440908	57	61144253211
24441113	55	5825255227
24441113	83	5825255227
24441542	1085	221239137121
24441542	1085	221239137121
24441552	1085	221239137121
24441552	1085	221239137121
24441552	1085	221239137121
24441552	1085	221239137121
24441552	1085	221239137121
24441552	1085	221239137121
24441552	55	130192869
24442431	1085	221239137121
24442636	1085	221239137121
24443203	62	2181721757
24443203	62	2181721757
24445898	62	1219231214
24446142	57	22282227138
24447011	60	61144209107
24447021	259	1942916949
24450039	83	61144209107
24450048	85	2181721757
24450048	259	202196168113
24451396	1085	221239137121
24452187	55	61175236190
24452851	55	221239137121
24453017	55	5825255227
24453017	72	5825255227
24453193	62	2181721757
24453925	62	2181722849
24454277	62	2181721757
24455332	62	1219231214
24455761	1085	221239137121
24456845	259	6592203150
24460068	85	2181721757
24460068	85	1219231214
24460068	1085	221239137121
24460068	81	61175236190
24460947	62	202105117161
24463408	57	21917458170
24463564	55	5825255227
24465917	55	22122525199
24465917	76	22122525199
24466621	62	1231121779
24467783	259	137194214152
24467783	259	202115153145
24467792	259	192168441
24468232	55	96246253171
24470058	131	61144209107
24470058	133	61144209107
24470058	155	2181721757
24470058	133	2181721757
24470068	135	1231121779
24470068	135	202105117161
24470068	133	1219231214
24470068	132	2181722849
24470068	130	193205213188
24470068	133	61144253211
24470068	132	1301929144
24470068	131	221239137121
24470068	132	21917458170
24470068	132	22282227138
24470078	130	130192869
24470078	130	21913023269
24470078	129	61175236190
24470078	129	96246253171
24470078	129	1301929238
24470078	129	130192869
24470078	129	5825255227
24470087	259	17216145113
24470087	259	137194214154
24470087	259	220175129105
24470185	55	1301929238
24473212	62	2181721757
24473212	62	2181721757
24473642	62	2181721757
24474355	62	61144209107
24475029	57	193205213188
24475253	62	1219231214
24475917	57	22282227138
24476572	57	1301929144
24477656	259	192168881
24477656	259	1942916948
24477656	259	1942916947
24478476	53	220175129105
24478476	109	220175129105
24479833	1085	221239137121
24480068	85	2181721757
24480576	57	130192869
24480625	55	130192869
24482041	1085	221239137121
24482041	1085	221239137121
24482041	1085	221239137121
24482050	1085	221239137121
24482050	1085	221239137121
24482753	55	61175236190
24483447	53	220175129105
24483447	81	220175129105
24483613	62	1219231214
24484433	57	21913023269
24487480	259	19216801
24487480	259	1942916946
24487480	259	1942916945
24487480	259	8222492189
24489355	70	220175129105
24489658	53	220175129105
24490078	83	61144209107
24490078	85	1219231214
24490078	259	192168074
24490087	259	137194164233
24490087	259	4124955188
24490087	259	4124955188
24490087	259	221220086
24490087	259	12313110960
24490761	133	61144253211
24491279	57	61144253211
24492763	57	21917458170
24495146	53	220175129105
24496230	60	61144209107
24497128	55	12313110960
24497265	62	61144209107
24497333	259	1942916944
24497333	259	1942916950
24500048	85	61144253211
24500048	259	221221218110
24502177	56	61175236190
24503173	55	221239137121
24504072	55	22122525199
24504072	76	22122525199
24504257	62	2181722849
24504628	62	2181721757
24506523	57	22282227138
24507167	259	202196168113
24510058	85	61144209107
24510068	259	17216145113
24510068	259	137194214154
24510068	259	5849132114
24510078	259	7849186104
24510078	259	22119914117
24510078	259	12911024146
24510087	259	192168811
24511230	55	7849186104
24511230	111	7849186104
24511933	83	7849186104
24512568	55	7849186104
24512568	72	7849186104
24512646	55	7849186104
24513720	55	7849186104
24514853	55	5825255227
24515410	62	1219231214
24516416	55	7849186104
24516455	56	96246253171
24516972	62	1231121779
24518085	63	61144209107
24519199	315	61144209107
24519580	55	5849132114
24519580	104	5849132114
24520078	130	61144209107
24520078	132	61144209107
24520087	132	2181721757
24520097	132	2181721757
24520097	156	1231121779
24520097	134	202105117161
24520097	154	1219231214
24520097	131	2181722849
24520107	129	193205213188
24520107	132	61144253211
24520107	131	1301929144
24520107	130	221239137121
24520107	131	21917458170
24520107	131	22282227138
24520107	129	130192869
24520107	129	21913023269
24520107	129	61175236190
24520107	129	96246253171
24520107	128	1301929238
24520107	128	130192869
24520107	128	5825255227
24520107	126	220175129105
24520107	128	7849186104
24520107	104	61175236190
24520107	259	1921682221
24520810	55	5849132114
24520810	111	5849132114
24521386	56	1301929238
24522197	63	61144209107
24523291	63	61144209107
24523291	62	2181721757
24523291	62	2181721757
24523408	189	2181721757
24523515	63	61144209107
24523564	126	61144209107
24523574	252	2181721757
24523730	126	2181721757
24523876	378	2181721757
24524042	441	2181721757
24524218	126	2181721757
24524355	378	2181721757
24524384	55	21913023269
24524384	111	21913023269
24524677	63	61144209107
24524677	63	2181721757
24525126	57	193205213188
24526855	57	1301929144
24527568	57	1301929144
24529687	63	61144209107
24530058	63	61144209107
24530058	85	2181721757
24530058	62	202105117161
24530058	89	1301929144
24530068	259	192168074
24530068	259	137194164233
24530068	259	4124955188
24530068	259	4124955188
24530068	259	221220086
24530439	63	61144209107
24530566	117	5849132114
24530927	62	202105117161
24530976	56	130192869
24531230	56	5849132114
24532119	63	2181721757
24532167	126	2181721757
24532314	126	2181721757
24532617	252	2181721757
24532636	63	2181721757
24532773	53	220175129105
24533408	377	2181721757
24533593	63	61144209107
24533906	62	1219231214
24534287	55	5849132114
24534287	83	5849132114
24535195	62	1219231214
24536044	62	1231121779
24536474	57	96246253171
24536699	1085	221239137121
24538896	1085	221239137121
24538896	1085	221239137121
24538896	1085	221239137121
24539189	63	61144209107
24540078	85	2181721757
24540078	87	202105117161
24540078	85	1219231214
24540087	87	96246253171
24540087	259	221221218110
24540429	57	21917458170
24540615	57	61144253211
24541074	63	61144209107
24543144	189	61144209107
24543251	252	61144209107
24543750	62	2181721757
24544101	57	61144253211
24544130	252	61144209107
24544501	63	61144209107
24544658	252	61144209107
24544931	53	220175129105
24545380	252	61144209107
24545615	378	61144209107
24545664	60	61144209107
24546093	88	5849132114
24546542	63	61144209107
24546542	129	61175236190
24546542	57	5849132114
24546806	114	22282227138
24549384	63	61144209107
24549785	63	61144209107
24550058	85	2181721757
24550058	85	2181721757
24550058	92	1231121779
24550058	90	61144253211
24550058	89	21917458170
24550058	89	22282227138
24550058	84	220175129105
24550917	259	22119914117
24550927	259	12911024146
24550927	259	192168811
24551562	55	221239137121
24551669	57	61175236190
24553662	63	61144209107
24554003	55	5849132114
24554003	72	5849132114
24554433	63	61144209107
24554511	126	61144209107
24554541	62	2181722849
24555292	63	61144209107
24556093	57	21913023269
24559599	55	22122525199
24559599	76	22122525199
24560039	85	61144209107
24560751	259	1921682221
24561611	77	5849132114
24561855	57	5849132114
24563505	62	2181721757
24563671	57	21917458170
24563925	57	61144253211
24564042	56	5825255227
24564042	111	21913023269
24565341	62	1219231214
24565683	56	7849186104
24566435	62	1231121779
24566435	57	96246253171
24567324	259	17216145113
24567324	259	137194214154
24570087	131	61144209107
24570087	155	61144209107
24570097	133	2181721757
24570097	133	2181721757
24570097	135	1231121779
24570097	135	202105117161
24570097	155	1219231214
24570097	132	2181722849
24570097	130	193205213188
24570097	133	61144253211
24570097	132	1301929144
24570097	131	221239137121
24570097	132	21917458170
24570097	132	22282227138
24570097	130	130192869
24570097	130	21913023269
24570097	130	61175236190
24570097	130	96246253171
24570097	130	1301929238
24570097	130	130192869
24570097	130	5825255227
24570097	127	220175129105
24570097	130	7849186104
24570107	129	5849132114
24570986	57	21913023269
24571630	55	221239137121
24571689	57	1301929238
24571689	55	5849132114
24573330	62	2181721757
24573330	62	2181721757
24575419	57	193205213188
24575625	57	22282227138
24576074	57	1301929144
24580048	85	2181721757
24581162	57	130192869
24581259	62	202105117161
24582089	55	221239137121
24583017	54	220175129105
24583154	62	1219231214
24583945	62	2181721757
24585371	62	1219231214
24587011	259	192168074
24587011	259	137194164233
24587011	259	4124955188
24587011	259	4124955188
24587011	259	221220086
24587226	57	22282227138
24590068	1086	22282227138
24590068	1086	22282227138
24590068	1086	22282227138
24590068	1086	22282227138
24590068	1086	22282227138
24590068	1086	22282227138
24590078	1086	22282227138
24590078	1086	22282227138
24590078	85	2181721757
24590087	85	1219231214
24590087	130	130192869
24590087	87	21913023269
24590126	1086	22282227138
24590136	1086	22282227138
24590136	1086	22282227138
24590136	1086	22282227138
24590136	1086	22282227138
24590136	1086	22282227138
24590136	1086	22282227138
24590136	1086	22282227138
24590751	1086	22282227138
24590751	1086	22282227138
24590751	1086	22282227138
24590751	1086	22282227138
24590751	1086	22282227138
24590761	1086	22282227138
24590761	1086	22282227138
24590761	1086	22282227138
24590830	57	61144253211
24591376	1086	22282227138
24591376	1086	22282227138
24591376	1086	22282227138
24591386	1086	22282227138
24591386	1086	22282227138
24591386	1086	22282227138
24591386	1086	22282227138
24591386	1086	22282227138
24593349	57	5849132114
24593437	55	5849132114
24594658	62	2181721757
24596123	1086	22282227138
24596259	60	61144209107
24596660	1086	22282227138
24596845	259	221221218110
24596972	1086	22282227138
24597363	1086	22282227138
24597832	1086	22282227138
24599023	1086	22282227138
24599023	1086	22282227138
24600068	85	2181721757
24600146	1086	22282227138
24600537	1086	22282227138
24600976	1086	22282227138
24601386	1086	22282227138
24601582	55	221239137121
24601943	1086	22282227138
24601982	57	61175236190
24602285	1086	22282227138
24602646	1086	22282227138
24603242	1086	22282227138
24604091	1086	22282227138
24604091	1086	22282227138
24604218	62	2181721757
24604921	62	2181722849
24604921	1086	22282227138
24605322	62	1219231214
24605527	859	22282227138
24607792	259	22119914117
24607792	259	12911024146
24607792	259	192168811
24610058	1085	221239137121
24610058	1085	221239137121
24610058	1085	221239137121
24610068	1085	221239137121
24610068	1085	221239137121
24610068	1085	221239137121
24610068	1085	221239137121
24610068	1085	221239137121
24610097	85	2181721757
24610097	85	1219231214
24610097	84	2181722849
24610097	82	7849186104
24610136	1085	221239137121
24610136	1085	221239137121
24610136	1085	221239137121
24610146	1085	221239137121
24610146	1085	221239137121
24610146	1085	221239137121
24610146	1085	221239137121
24610146	1085	221239137121
24610761	1085	221239137121
24610761	1085	221239137121
24610761	1085	221239137121
24610761	1085	221239137121
24610761	1085	221239137121
24610761	1085	221239137121
24610761	1085	221239137121
24610761	1085	221239137121
24611386	1085	221239137121
24611386	1085	221239137121
24611386	1085	221239137121
24611396	1085	221239137121
24611396	1085	221239137121
24611396	1085	221239137121
24611396	1085	221239137121
24611396	1085	221239137121
24611494	57	61144253211
24613154	57	5849132114
24614355	57	5825255227
24614873	55	21913023269
24614873	83	21913023269
24615898	57	7849186104
24616933	1086	22282227138
24617285	1086	22282227138
24617636	62	1231121779
24617636	259	1921682221
24617783	1086	22282227138
24618085	60	61144209107
24618115	57	96246253171
24618720	1086	22282227138
24618720	130	130192869
24620097	153	61144209107
24620097	133	61144209107
24620097	133	2181721757
24620097	133	2181721757
24620097	135	1231121779
24620097	135	202105117161
24620097	133	1219231214
24620097	132	2181722849
24620107	130	193205213188
24620107	133	61144253211
24620107	132	1301929144
24620107	132	21917458170
24620107	132	22282227138
24620107	130	130192869
24620107	130	21913023269
24620107	130	61175236190
24620107	130	96246253171
24620107	130	1301929238
24620107	130	130192869
24620107	130	5825255227
24620107	128	220175129105
24620107	129	5849132114
24620107	130	7849186104
24620107	129	5849132114
24620849	57	1301929238
24622011	57	21913023269
24622480	1085	221239137121
24623271	1085	221239137121
24623476	62	2181721757
24623476	62	2181721757
24624208	1086	22282227138
24624433	1085	221239137121
24624863	1085	221239137121
24625107	62	1219231214
24625234	1085	221239137121
24625742	57	193205213188
24626132	1085	221239137121
24626132	1085	221239137121
24626376	57	1301929144
24627246	1085	221239137121
24628076	58	7849186104
24628154	58	7849186104
24628281	1085	221239137121
24628330	116	7849186104
24628417	58	7849186104
24628564	58	7849186104
24629042	1085	221239137121
24629677	116	7849186104
24629833	1085	221239137121
24630214	58	7849186104
24630302	58	7849186104
24630302	1085	221239137121
24630390	57	130192869
24630488	116	7849186104
24630664	116	7849186104
24630751	1086	22282227138
24630830	1085	221239137121
24631845	116	7849186104
24631865	1085	221239137121
24632080	1085	221239137121
24632382	58	7849186104
24632470	58	7849186104
24632646	116	7849186104
24632822	116	7849186104
24632939	1085	221239137121
24632939	1085	221239137121
24632949	1085	221239137121
24632949	1085	221239137121
24632949	1085	221239137121
24632949	1085	221239137121
24632949	1085	221239137121
24632949	1085	221239137121
24632949	58	7849186104
24633359	55	220175129105
24633525	62	1219231214
24633769	1085	221239137121
24633769	1085	221239137121
24633779	1085	221239137121
24633779	1085	221239137121
24633779	1085	221239137121
24633876	1085	221239137121
24633876	1085	221239137121
24633876	1085	221239137121
24633886	1085	221239137121
24634033	58	7849186104
24634316	62	2181721757
24634316	62	2181721757
24634521	58	7849186104
24634707	116	7849186104
24634873	116	7849186104
24635048	116	7849186104
24637773	62	61144209107
24640068	85	2181721757
24640068	85	2181721757
24640068	85	1219231214
24640605	133	2181721757
24640605	133	2181721757
24640605	135	202105117161
24640605	133	61144253211
24640605	130	130192869
24640605	128	220175129105
24641054	57	61144253211
24641250	57	21917458170
24641464	58	7849186104
24641562	58	7849186104
24642001	58	7849186104
24642177	116	7849186104
24642666	1085	221239137121
24642695	116	7849186104
24642792	129	5849132114
24642792	58	7849186104
24643183	58	7849186104
24643408	62	2181721757
24643525	58	7849186104
24643544	56	5849132114
24643769	58	7849186104
24643896	58	7849186104
24643896	129	5849132114
24644033	116	7849186104
24644033	893	221239137121
24644814	57	7849186104
24644980	130	96246253171
24645830	1085	221239137121
24646474	62	61144209107
24647060	60	61144209107
24649365	1085	221239137121
24650039	58	7849186104
24651064	62	202105117161
24651513	58	7849186104
24651542	62	202105117161
24651542	1085	221239137121
24651689	116	7849186104
24651865	116	7849186104
24652031	116	7849186104
24652158	57	61175236190
24652646	1085	221239137121
24652646	1085	221239137121
24652646	58	7849186104
24652802	55	221239137121
24653730	83	21913023269
24654140	62	2181722849
24654384	62	2181721757
24654482	1085	221239137121
24655830	1085	221239137121
24655830	1085	221239137121
24657353	62	2181721757
24657871	60	61144209107
24657871	62	61144209107
24659199	130	130192869
24660087	83	61144209107
24662480	1086	22282227138
24664101	57	5825255227
24664697	62	2181721757
24664697	62	2181721757
24664697	1085	221239137121
24664697	1085	221239137121
24664697	1085	221239137121
24664697	1085	221239137121
24664697	1085	221239137121
24664697	1085	221239137121
24664707	57	21917458170
24665195	57	5849132114
24665332	62	1219231214
24665761	1085	221239137121
24665761	1085	221239137121
24666220	57	7849186104
24667246	57	96246253171
24667939	62	1231121779
24669033	133	61144253211
24669033	130	130192869
24669453	62	202105117161
24670117	130	1301929238
24670117	57	1301929238
24670117	131	61144209107
24670117	155	61144209107
24670117	133	2181721757
24670117	155	2181721757
24670117	157	1231121779
24670117	135	202105117161
24670126	155	1219231214
24670126	132	2181722849
24670126	130	193205213188
24670136	133	61144253211
24670136	132	1301929144
24670136	131	221239137121
24670136	132	21917458170
24670136	133	22282227138
24670136	130	130192869
24670136	130	21913023269
24670136	130	61175236190
24670136	130	96246253171
24670136	130	130192869
24670136	130	5825255227
