Tiempo (mseg)	Length 	Destinos
22023906	28	601318386
22023964	28	22121477134
22023984	28	22121477134
22024023	28	22121477134
22024179	60	11824851240
22024179	28	22121477134
22024208	28	22121477134
22024238	28	8223122266
22024306	28	60223249107
22024326	28	121171064
22024345	46	60223249107
22024501	28	22121477134
22024501	42	12312254215
22024501	42	12313156133
22024501	42	1171219141
22024501	42	11821294
22024501	42	124926645
22024550	28	22121477134
22024570	28	22121477134
22024599	28	12113312174
22025888	28	60223249107
22025888	46	22121477134
22026660	28	193205213188
22026923	28	1171219141
22027050	76	12312254215
22027050	28	60223249107
22027099	28	60223249107
22027128	28	60223249107
22027158	28	60223249107
22027187	28	60223249107
22027294	80	2221879613
22027324	80	2221879613
22027363	28	1526624820
22027519	28	796437181
22027578	28	123412274
22027617	28	60223249107
22027646	28	60223249107
22027812	28	22121477134
22027841	28	22121477134
22027861	28	22121477134
22027890	28	22121477134
22028388	60	6031198140
22028525	28	1942916947
22028945	28	6022138168
22029228	42	12313156133
22029511	48	22121477134
22029580	28	22121477134
22029609	28	22121477134
22029716	958	123412274
22029775	28	121249856
22029794	60	11824851240
22029794	28	601318386
22029843	28	601318386
22029951	52	61178129146
22029951	28	601318386
22029980	28	601318386
22030000	28	601318386
22030000	42	12313156133
22030000	42	1171219141
22030000	42	6021623610
22030136	28	22121477134
22030244	28	72881694
22030263	60	2221717204
22030263	28	84471875
22030439	60	2221879613
22030439	60	2221879613
22030439	28	22121477134
22030439	28	8412304
22030439	958	8223122266
22030546	28	22121477134
22030605	28	22121477134
22030605	958	8412304
22030625	28	22121477134
22030625	42	121249856
22030625	42	1942916947
22030625	42	84471875
22030625	42	6022138168
22030625	42	1942916950
22030625	42	6031198140
22030693	48	22121477134
22030693	42	1942916946
22030693	42	12313156133
22030693	42	1171219141
22030693	42	130192867
22030693	42	1526624820
22030693	42	21820423099
22030732	28	22121477134
22030761	28	60223249107
22030810	28	193205213188
22030869	28	8412304
22030976	28	22121477134
22031015	28	12113312174
22031289	28	22121477134
22031308	28	22121477134
22031337	48	22121477134
22031523	28	2221879613
22031533	40	2221879613
22031533	42	2221879613
22031533	314	2221879613
22031923	28	60223249107
22031972	28	60223249107
22032001	28	60223249107
22032031	48	60223249107
22032099	28	193205213188
22032099	28	8412304
22032099	28	60223249107
22032167	46	22121477134
22032490	28	60223249107
22032519	48	60223249107
22032539	28	12313156133
22032802	28	130192867
22032978	28	193205213188
22033417	76	601318386
22033789	28	130192868
22033886	60	21820423099
22034238	28	22121477134
22034267	28	22121477134
22034296	28	22121477134
22034326	28	22121477134
22034365	28	22121477134
22034550	28	1526624820
22034638	28	84471875
22034707	28	8223122266
22035117	42	1254391234
22035117	28	130192863
22035341	28	12113312174
22035341	46	22121477134
22035361	28	12312254215
22035468	380	2221879613
22035507	28	2221879613
22035527	28	8412304
22035791	28	6021623610
22036035	28	22121477134
22036054	28	22121477134
22036083	28	22121477134
22036113	28	22121477134
22036318	48	601318386
22036503	28	1942916946
22036611	60	2221879613
22036718	28	72881694
22036738	28	1171219141
22036865	28	130192863
22036992	28	22121477134
22037109	28	124926645
22037216	28	123412274
22037294	28	22121477134
22037490	28	12113312174
22037685	28	22121477134
22037685	28	60223249107
22037744	28	60223249107
22037763	28	22121477134
22037792	28	60223249107
22037861	48	60223249107
22037880	28	6021623610
22037880	28	60223249107
22037958	28	60223249107
22038046	28	11821294
22038046	28	60223249107
22038076	28	60223249107
22038115	28	60223249107
22038134	28	60223249107
22038515	28	22121477134
22038515	28	21820423099
22038574	28	6031198140
22038603	28	8412304
22038603	28	1942916950
22038632	28	193205213188
22038828	28	22121477134
22038828	28	12312254215
22038955	48	22121477134
22039003	28	22121477134
22039091	28	22121477134
22039121	28	22121477134
22040214	28	193205213188
22040722	28	22121477134
22040722	28	1526624820
22040761	28	22121477134
22040761	28	1942916946
22040761	28	130192867
22040761	42	11821294
22040761	42	130192868
22040761	42	124926645
22040761	42	6017815041
22040810	28	22121477134
22040839	48	22121477134
22041074	28	12413313982
22041367	28	6021623610
22041367	28	130192867
22041708	28	8412304
22042070	28	72881694
22042177	28	121171064
22042294	28	121249856
22042441	28	12413313982
22042519	28	22121477134
22042519	28	60223249107
22042558	48	22121477134
22042558	42	1942916946
22042558	42	12313156133
22042558	42	1171219141
22042558	42	1942916947
22042558	42	12321971101
22042558	42	12413313982
22042558	42	6031198140
22042568	42	796437181
22042568	42	121171064
22042597	28	22121477134
22042617	28	22121477134
22042636	28	60223249107
22042695	28	60223249107
22042724	28	60223249107
22042812	42	1942916946
22042812	42	12313156133
22042812	42	11821294
22042812	42	124926645
22042812	28	60223249107
22042861	28	60223249107
22042890	28	60223249107
22042919	28	60223249107
22042958	28	60223249107
22043115	28	796437181
22043408	346	2221879613
22043417	28	22121477134
22043681	28	2221879613
22043759	28	22121477134
22044189	28	22121477134
22044218	28	22121477134
22044238	28	22121477134
22044335	28	8223122266
22044550	60	796437181
22044853	28	21820423099
22045078	28	6022138168
22045107	28	1171219141
22045400	28	22121477134
22045429	28	22121477134
22045566	48	22121477134
22046191	28	1526624820
22046298	46	22121477134
22046318	28	601318386
22046933	28	121171064
22047167	28	22121477134
22047294	28	22121477134
22047353	28	130192867
22047382	28	60223249107
22047402	28	12113312174
22047539	28	22121477134
22047558	28	22121477134
22047558	28	1942916946
22047587	28	22121477134
22047617	28	22121477134
22047812	46	601318386
22048017	28	60223249107
22048046	28	60223249107
22048066	28	60223249107
22048144	28	2221879613
22048251	414	6017815041
22048330	28	60223249107
22048359	28	60223249107
22048388	28	601318386
22048388	28	60223249107
22048466	48	60223249107
22048583	60	2221879613
22048994	28	1942916947
22049013	28	22121477134
22049042	28	22121477134
22049062	28	22121477134
22049091	28	22121477134
22049130	28	84471875
22049160	76	1526624877
22049589	48	22121477134
22049638	28	22121477134
22049921	28	130192868
22050283	28	22121477134
22050283	42	12313156133
22050283	42	1942916947
22050283	42	130192863
22050292	42	8223122266
22050292	42	12321971101
22050292	42	6022138168
22050292	42	1942916950
22050292	42	21820423099
22050312	28	22121477134
22050371	28	22121477134
22050371	28	21820423099
22050664	48	22121477134
22050693	28	22121477134
22050693	28	6031198140
22050732	28	22121477134
22050781	28	12413313982
22051132	42	123412274
22051132	42	121249856
22051132	42	1526624820
22051142	42	2221879613
22051376	28	130192863
22051679	28	121171064
22051865	28	22121477134
22051914	28	22121477134
22052138	28	22121477134
22052304	28	130192867
22052519	60	6031198140
22052607	28	22121477134
22052607	28	12113312174
22052851	28	123412274
22052929	28	8412304
22052958	28	601318386
22053164	28	22121477134
22053271	48	60223249107
22053291	28	60223249107
22053320	28	60223249107
22053349	48	60223249107
22053398	28	60223249107
22053427	28	60223249107
22053525	80	611639288
22053593	28	796437181
22053652	28	22121477134
22053779	28	22121477134
22053798	28	22121477134
22053867	28	601318386
22053896	28	601318386
22053916	28	601318386
22053955	28	601318386
22053974	28	601318386
22054013	28	22121477134
22054013	46	22121477134
22054013	46	601318386
22054179	28	22121477134
22054208	28	22121477134
22054306	28	121249856
22054648	28	8412304
22054960	28	601318386
22055107	42	11821294
22055185	28	72881694
22055419	28	1171219141
22055527	28	22121477134
22055556	28	22121477134
22055585	28	22121477134
22055625	28	22121477134
22056093	28	22121477134
22056123	28	22121477134
22056152	28	22121477134
22056347	28	11821294
22056347	28	12321971101
22056552	60	611639288
22056552	28	123412274
22056669	28	6031198140
22056728	28	22121477134
22057158	42	21820423099
22057177	28	22121477134
22057207	28	22121477134
22057285	28	22121477134
22057324	28	22121477134
22057324	28	12113312174
22057353	28	22121477134
22057382	28	22121477134
22057519	28	121171064
22057548	28	8223122266
22057548	28	124926645
22058056	28	60223249107
22058095	42	2221879613
22058095	48	60223249107
22058125	28	60223249107
22058125	42	12313156133
22058125	42	11821294
22058125	42	124926645
22058310	28	22121477134
22058349	28	22121477134
22058457	28	1942916950
22058574	28	22121477134
22058847	28	11821294
22058847	28	6022138168
22058945	28	601318386
22059267	1320	123626176
22059375	60	611639288
22059375	42	611639288
22059375	314	611639288
22059375	28	193205213188
22059550	80	220248229193
22059873	28	601318386
22059931	48	601318386
22059970	28	601318386
22060000	28	601318386
22060019	28	601318386
22060019	28	2221879613
22060039	28	601318386
22060068	28	22121477134
22060068	28	1526624820
22060097	28	22121477134
22060185	28	22121477134
22060244	28	22121477134
22060292	28	130192863
22060332	28	121249856
22060332	28	130192867
22060429	28	22121477134
22060488	28	8412304
22060625	28	22121477134
22060654	28	22121477134
22060693	76	193205213188
22060996	28	193205213188
22061181	28	84471875
22061298	28	12413313982
22061298	42	1942916947
22061298	42	130192868
22061298	42	6022138168
22061298	42	1942916950
22061298	42	12413313982
22061298	42	6031198140
22061298	42	796437181
22061464	28	12312254215
22061660	28	2221879613
22061943	28	22121477134
22061943	42	12313156133
22061943	42	84471875
22061943	42	12321971101
22061972	48	22121477134
22062011	28	22121477134
22062041	48	22121477134
22062041	28	8412304
22062041	42	12312254215
22062041	42	1942916946
22062041	42	12313156133
22062041	42	11821294
22062041	42	12413313982
22062041	42	21820423099
22062041	42	121171064
22062080	28	22121477134
22062080	28	130192867
22062363	28	12313156133
22062480	76	601318386
22062480	28	130192868
22062578	28	22121477134
22062607	60	220248229193
22062607	28	22121477134
22062626	28	22121477134
22062773	28	1171219141
22063173	28	22121477134
22063212	28	8223122266
22063671	48	22121477134
22063701	28	22121477134
22063779	28	22121477134
22063808	28	22121477134
22063837	28	601318386
22063857	28	22121477134
22063886	28	22121477134
22064345	28	11821294
22064687	76	601318386
22064726	76	60223249107
22064755	28	8223122266
22064824	28	22121477134
22064863	28	22121477134
22064882	28	1526624820
22064951	28	601318386
22064951	46	22121477134
22065019	28	22121477134
22065126	380	611639288
22065185	28	611639288
22065302	28	22121477134
22065458	28	611639288
22065722	28	1942916947
22065722	28	21820423099
22066044	28	12113312174
22066044	28	601318386
22066093	28	124926645
22066093	28	601318386
22066152	28	601318386
22066171	28	601318386
22066201	28	601318386
22066201	28	121249856
22066230	28	601318386
22066259	28	601318386
22066279	28	601318386
22066367	28	601318386
22066367	42	1942916946
22066367	42	12313156133
22066367	42	6021623610
22066367	42	130192868
22066367	42	12321971101
22066367	42	124926645
22066367	42	1942916950
22066367	42	6031198140
22066367	42	796437181
22066464	80	12511616845
22066552	46	22121477134
22066679	28	193205213188
22066806	28	22121477134
22066835	28	22121477134
22066894	28	22121477134
22066972	76	12313156133
22066972	28	22121477134
22067011	28	130192867
22067070	28	22121477134
22067138	48	22121477134
22067138	42	60223249107
22067138	42	12312254215
22067138	42	1942916946
22067138	42	12313156133
22067138	42	1171219141
22067138	42	6021623610
22067138	42	6022138168
22067138	42	12413313982
22067138	42	2221879613
22067138	42	611639288
22067177	28	22121477134
22067177	28	12413313982
22067382	28	12413313982
22068037	28	60223249107
22068437	60	220248229193
22068437	42	220248229193
22068437	314	220248229193
22068437	28	22121477134
22068623	28	22121477134
22068642	28	22121477134
22068662	28	22121477134
22068710	28	22121477134
22068769	28	193205213188
22069218	28	22121477134
22069287	76	60223249107
22069345	28	22121477134
22069384	28	22121477134
22069404	28	22121477134
22069453	28	22121477134
22069482	60	12511616845
22069482	28	22121477134
22069599	28	22121477134
22070166	28	22121477134
22070195	28	22121477134
22070302	28	22121477134
22070302	28	60223249107
22070351	28	22121477134
22070419	28	6021623610
22070917	76	12313156133
22070917	28	796437181
22071289	28	22121477134
22071318	28	22121477134
22071337	28	22121477134
22071367	28	22121477134
22071474	28	22121477134
22071474	28	220248229193
22071542	28	72881694
22071660	28	8412304
22071767	28	1942916950
22071953	28	6031198140
22072060	42	12312254215
22072099	28	22121477134
22072119	28	12413313982
22072236	28	6022138168
22072343	60	11824851240
22072343	48	601318386
22072451	48	601318386
22072480	28	601318386
22072500	28	601318386
22072607	60	2221879613
22072685	28	1942916946
22072763	28	12312254215
22072763	46	22121477134
22073085	28	193205213188
22073427	28	130192867
22073447	28	22121477134
22073447	42	1942916946
22073447	42	12313156133
22073447	42	1171219141
22073447	42	6021623610
22073447	42	123412274
22073447	42	11821294
22073447	42	12113312174
22073447	42	130192863
22073447	42	72881694
22073447	42	84471875
22073447	42	12321971101
22073447	42	124926645
22073447	42	6031198140
22073447	42	796437181
22073496	48	22121477134
22073554	42	2221879613
22073554	28	22121477134
22073623	28	22121477134
22073701	28	22121477134
22073798	48	22121477134
22073935	28	220248229193
22074033	28	1171219141
22074296	28	22121477134
22074970	28	123412274
22075156	28	22121477134
22075185	28	22121477134
22075224	28	22121477134
22075253	28	22121477134
22075283	28	22121477134
22075312	28	22121477134
22075341	28	22121477134
22075341	28	12113312174
22075664	60	12511616845
22075722	28	22121477134
22075761	28	796437181
22075820	28	22121477134
22075849	28	22121477134
22075878	48	22121477134
22075908	28	130192863
22075947	28	22121477134
22075947	28	11821294
22075986	28	22121477134
22075986	28	121171064
22076054	28	22121477134
22076298	28	12413313982
22076298	28	121171064
22076640	28	22121477134
22076669	48	22121477134
22076796	28	22121477134
22076845	28	22121477134
22076845	28	60223249107
22077226	42	12312254215
22077236	28	6021623610
22077460	28	1171219141
22077460	46	22121477134
22077675	42	12321971101
22077675	28	8412304
22077753	28	22121477134
22077753	42	12312254215
22077753	42	1942916946
22077753	42	12313156133
22077753	42	1171219141
22077753	42	6021623610
22077753	42	130192867
22077753	42	123412274
22077753	42	121249856
22077753	42	12113312174
22077753	42	130192868
22077753	42	6022138168
22077753	42	1942916950
22077753	42	21820423099
22077753	42	121171064
22077753	42	2221879613
22077753	42	611639288
22077773	28	22121477134
22077773	28	193205213188
22077822	28	22121477134
22077841	28	22121477134
22077841	28	12312254215
22077871	28	22121477134
22077900	28	6022138168
22077929	60	11824851240
22077929	28	22121477134
22078056	28	124926645
22078115	52	61178129146
22078115	28	84471875
22078505	48	601318386
22078544	28	601318386
22078574	48	601318386
22078603	28	601318386
22078750	42	12313156133
22079375	28	220248229193
22079511	28	123412274
22079619	76	8412304
22079648	28	21820423099
22079804	28	130192867
22079863	28	2221879613
22079921	28	22121477134
22081044	28	60223249107
22081269	28	6021623610
22081298	28	12321971101
22081738	28	22121477134
22081738	42	22121477134
22081738	42	12413313982
22081738	42	220248229193
22081767	28	22121477134
22081806	28	22121477134
22081835	28	22121477134
22081923	28	130192868
22081992	60	21820423099
22082099	28	12413313982
22082226	28	22121477134
22082285	28	22121477134
22082324	48	22121477134
22082363	28	22121477134
22082382	28	22121477134
22082578	28	22121477134
22082597	28	22121477134
22082626	28	22121477134
22082695	28	22121477134
22083095	28	22121477134
22083144	28	22121477134
22083261	28	22121477134
22083320	28	22121477134
22083339	28	22121477134
22083466	28	6021623610
22083779	46	22121477134
22084277	28	22121477134
22084375	28	121249856
22084375	958	130192867
22084580	28	611639288
22084648	28	12113312174
22084843	76	193205213188
22084843	52	9821624192
22084843	20	11821294
22085019	28	601318386
22085039	28	601318386
22085078	28	601318386
22085136	28	601318386
22085136	28	123412274
22085449	28	1942916946
22085537	28	60223249107
22085556	28	6022138168
22085644	28	601318386
22085732	28	8412304
22085976	28	220248229193
22086064	28	193205213188
22086103	28	130192867
22086201	76	2221879613
22086201	94	9821624192
22086572	28	12313156133
22086601	28	130192863
22086835	46	601318386
22087236	28	130192868
22087451	42	12313156133
22087568	28	84471875
22087568	28	60223249107
22087675	60	12511616845
22087822	76	22121477134
22087822	68	9821624192
22088144	28	22121477134
22088183	28	22121477134
22088427	28	22121477134
22088457	28	22121477134
22088496	28	22121477134
22088496	42	12312254215
22088496	42	1942916946
22088496	42	12313156133
22088496	42	1171219141
22088496	42	12113312174
22088496	42	72881694
22088496	42	12321971101
22088496	42	124926645
22088496	42	6031198140
22088535	28	22121477134
22088691	28	22121477134
22088750	28	22121477134
22088828	28	22121477134
22088857	28	22121477134
22088886	28	22121477134
22088906	28	22121477134
22089052	28	22121477134
22089082	28	22121477134
22089111	28	22121477134
22089160	28	22121477134
22089589	28	22121477134
22089619	28	22121477134
22089707	28	22121477134
22089775	48	22121477134
22089804	28	22121477134
22089941	28	1942916950
22090185	28	6031198140
22090458	28	121171064
22090488	28	611639288
22090644	28	796437181
22090751	28	22121477134
22090751	28	12312254215
22090791	28	123412274
22091044	28	601318386
22091103	28	601318386
22091132	28	601318386
22091152	28	601318386
22091210	28	601318386
22091240	28	72881694
22091464	28	2221879613
22091679	28	601318386
22091806	28	6022138168
22091845	28	121249856
22091845	28	12321971101
22092080	42	193205213188
22092080	42	121249856
22092080	42	130192863
22092080	42	130192868
22092080	42	84471875
22092080	42	1942916950
22092080	42	21820423099
22092080	42	796437181
22092080	42	121171064
22092080	42	2221879613
22092080	42	611639288
22092314	42	12313156133
22092333	28	1171219141
22092460	68	2221879613
22092666	42	12313156133
22092666	60	796437181
22093310	28	8412304
22093466	28	193205213188
22093896	74	22123824208
22093994	28	12413313982
22094082	28	1942916950
22094082	28	130192867
22094101	28	130192867
22094404	28	2221879613
22094541	76	60223249107
22094589	28	130192868
22094628	28	12321971101
22094658	28	22121477134
22094912	48	22121477134
22094912	42	12313156133
22094912	42	12113312174
22094912	42	220248229193
22094941	48	22121477134
22095078	28	22121477134
22095136	28	193205213188
22095292	28	22123824208
22095332	28	6031198140
22095439	28	22121477134
22095468	28	22121477134
22095507	28	22121477134
22095537	28	22121477134
22095566	28	22121477134
22095595	28	22121477134
22095615	28	22121477134
22095654	28	22121477134
22095683	28	22121477134
22095751	28	22121477134
22095781	28	22121477134
22096044	28	22121477134
22096142	28	22121477134
22096171	28	22121477134
22096279	28	22121477134
22096279	46	22121477134
22096308	48	22121477134
22097197	28	22121477134
22097197	28	601318386
22097226	28	601318386
22097255	28	601318386
22097285	28	601318386
22097333	28	601318386
22097363	28	601318386
22097685	42	2221879613
22097763	28	601318386
22097763	46	22121477134
22097832	28	22123824208
22098652	28	124926645
22098740	28	1171219141
22098789	28	60223249107
22098916	28	601318386
22099267	28	84471875
22100175	28	21820423099
22100332	28	121171064
22100566	28	12312254215
22100625	60	6031198140
22100634	28	8412304
22100634	28	1942916946
22100830	28	6021623610
22101005	28	60223249107
22101132	28	6022138168
22101210	42	12313156133
22101210	28	1942916950
22101367	28	22121477134
22101406	28	12313156133
22101435	28	22121477134
22101455	28	22121477134
22101523	28	121249856
22101611	28	22121477134
22101630	28	22121477134
22101630	28	12313156133
22101914	28	22121477134
22101943	28	22121477134
22101972	28	22121477134
22101992	48	22121477134
22102031	28	22121477134
22102158	28	22121477134
22102158	42	72881694
22102158	42	12321971101
22102158	42	124926645
22102187	28	22121477134
22102216	28	22121477134
22102236	28	22121477134
22102529	48	22121477134
22102607	28	22121477134
22102646	28	22121477134
22102685	28	8412304
22102744	28	22121477134
22102744	42	12312254215
22102744	42	12313156133
22102744	42	1171219141
22102744	42	12113312174
22102744	42	130192863
22102744	42	84471875
22102744	42	21820423099
22102763	28	193205213188
22102792	28	130192868
22102792	68	2221879613
22102851	48	22121477134
22102880	28	22121477134
22103359	28	601318386
22103359	42	12313156133
22103359	42	1942916950
22103359	42	6031198140
22103359	42	611639288
22103398	28	601318386
22103398	28	130192863
22103417	28	601318386
22103447	28	601318386
22103466	28	601318386
22103496	48	601318386
22103544	28	601318386
22103867	48	601318386
22103945	28	220248229193
22103984	28	84471875
22104091	46	601318386
22104492	28	193205213188
22104794	28	1171219141
22105009	28	611639288
22105527	28	601318386
22105664	28	123412274
22106005	28	121249856
22106093	28	12113312174
22106396	28	6031198140
22107041	28	796437181
22107353	28	60223249107
22107851	48	22121477134
22107871	28	22121477134
22107919	48	22121477134
22107949	28	22121477134
22108105	28	22121477134
22108144	28	22121477134
22108398	28	22121477134
22108427	28	22121477134
22108476	28	22121477134
22108515	28	22121477134
22108544	28	22121477134
22108583	28	22121477134
22108652	28	22121477134
22108847	28	22121477134
22108906	42	2221879613
22108906	28	22121477134
22108935	28	22121477134
22108964	28	72881694
22109023	28	22121477134
22109052	28	22121477134
22109082	28	22121477134
22109082	42	1942916946
22109082	42	12313156133
22109082	42	12113312174
22109082	42	72881694
22109082	42	124926645
22109082	42	796437181
22109082	42	121171064
22109082	42	220248229193
22109121	28	22121477134
22109169	28	22121477134
22109228	28	22121477134
22109375	28	130192867
22109414	28	601318386
22109472	28	8412304
22109677	28	601318386
22109677	28	60223249107
22109755	28	22121477134
22109775	28	22121477134
22109804	28	601318386
22109843	28	601318386
22109873	28	601318386
22109873	28	130192867
22109892	28	601318386
22109912	28	601318386
22109941	28	601318386
22109941	28	121171064
22109941	28	796437181
22109980	28	601318386
22110097	28	601318386
22110351	46	22121477134
22110498	28	12413313982
22110556	28	193205213188
22110664	28	123412274
22111679	60	12511616845
22112177	28	12313156133
22112246	28	2221879613
22112285	28	193205213188
22112402	28	12321971101
22112548	42	601318386
22112548	42	8412304
22112548	42	130192868
22112822	28	22121477134
22113183	28	6021623610
22113242	28	6022138168
22113388	76	601318386
22113388	46	22121477134
22113828	48	60223249107
22113847	28	1171219141
22114218	28	601318386
22114355	28	22121477134
22114394	28	22121477134
22114462	28	22121477134
22114501	48	22121477134
22114599	28	22121477134
22114619	28	22121477134
22114619	42	12312254215
22114619	42	1942916946
22114619	42	12313156133
22114619	42	6021623610
22114619	42	121249856
22114619	42	12321971101
22114619	42	6022138168
22114619	42	12413313982
22114619	42	6031198140
22114658	28	22121477134
22114707	28	1942916950
22114833	28	130192868
22114833	28	12321971101
22114941	28	22121477134
22114960	28	22121477134
22115019	28	22121477134
22115068	28	22121477134
22115097	28	22121477134
22115117	28	22121477134
22115117	28	121171064
22115185	28	22121477134
22115214	28	22121477134
22115419	28	22121477134
22115498	28	22121477134
22115537	28	22121477134
22115605	48	22121477134
22115634	28	22121477134
22115703	28	22121477134
22115732	28	601318386
22115771	28	72881694
22115830	28	601318386
22115996	28	22121477134
22116025	28	6021623610
22116025	28	601318386
22116025	42	12312254215
22116025	42	12313156133
22116025	42	12113312174
22116025	42	130192863
22116025	42	124926645
22116025	42	21820423099
22116025	42	611639288
22116113	28	601318386
22116132	28	22121477134
22116132	28	601318386
22116171	28	601318386
22116191	28	22121477134
22116220	28	601318386
22116259	28	601318386
22116259	28	130192867
22116289	48	601318386
22116337	28	22121477134
22116386	28	22121477134
22116494	28	1171219141
22116601	46	22121477134
22116660	28	220248229193
22116748	28	130192863
22116914	28	6017815041
22117919	28	220248229193
22118027	28	8412304
22118066	28	12312254215
22118115	28	121171064
22118339	28	60223249107
22118955	28	12113312174
22119052	28	123412274
22119121	28	124926645
22119355	28	22121477134
22120146	28	193205213188
22120253	28	130192867
22120332	28	611639288
22120478	28	60223249107
22120751	60	2221879613
22120751	28	21820423099
22120859	28	22121477134
22120888	28	22121477134
22120966	28	22121477134
22121015	28	22121477134
22121035	28	22121477134
22121093	28	22121477134
22121123	28	22121477134
22121269	28	121249856
22121464	28	12113312174
22121621	28	22121477134
22121865	28	22121477134
22121865	42	1942916946
22121865	42	12313156133
22121865	42	130192868
22122041	28	22121477134
22122128	28	22121477134
22122148	28	22121477134
22122177	28	22121477134
22122207	28	22121477134
22122236	48	22121477134
22122343	42	124926645
22122460	48	22121477134
22122685	28	601318386
22122714	28	601318386
22122880	42	72881694
22122880	42	1942916950
22122880	42	796437181
22122880	42	121171064
22122880	42	220248229193
22122919	28	130192868
22122968	28	22121477134
22123066	48	22121477134
22123066	28	12313156133
22123085	28	193205213188
22123085	28	8412304
22123144	28	2221879613
22123251	28	22121477134
22123320	28	22121477134
22123349	28	22121477134
22123466	28	124926645
22123808	28	1171219141
22123916	42	121249856
22124013	28	12413313982
22124335	46	22121477134
22124394	28	6031198140
22124580	28	6021623610
22125019	28	796437181
22125371	28	22121477134
22125488	28	121171064
22125507	28	6017815041
22125830	28	22121477134
22125878	28	611639288
22127021	28	60223249107
22127314	28	220248229193
22127363	28	22121477134
22127431	28	22121477134
22127470	28	22121477134
22127529	28	12313156133
22127558	28	22121477134
22127597	28	22121477134
22127626	48	22121477134
22127656	28	22121477134
22127656	28	123412274
22127832	80	711851620
22127968	28	12313156133
22128144	28	22121477134
22128388	28	22121477134
22128388	42	12312254215
22128388	42	1942916946
22128388	42	12113312174
22128388	42	130192863
22128388	42	12413313982
22128388	42	21820423099
22128388	42	611639288
22128427	28	130192867
22128593	28	22121477134
22128652	48	22121477134
22128691	28	22121477134
22128720	28	22121477134
22128720	80	1213022911
22128750	28	22121477134
22128750	28	601318386
22128779	28	22121477134
22128798	28	22121477134
22128828	48	601318386
22128857	28	601318386
22128876	28	12312254215
22128876	28	601318386
22128876	28	121249856
22128974	48	22121477134
22128994	28	130192863
22129042	80	1213022911
22129042	46	22121477134
22129189	28	60223249107
22129384	76	12312254215
22129384	28	121171064
22129726	60	711851620
22129726	42	711851620
22129726	314	711851620
22129755	28	22121477134
22129785	28	22121477134
22129804	28	22121477134
22129941	28	22121477134
22129980	28	22121477134
22130185	28	2221879613
22130634	28	12313156133
22131035	28	12313156133
22131250	42	2221879613
22131328	28	711851620
22131503	28	6022138168
22131894	60	1213022911
22132216	60	1213022911
22132226	28	1942916946
22132285	28	22121477134
22132285	28	12313156133
22132714	28	12313156133
22132900	28	22121477134
22133056	42	121249856
22133056	42	130192868
22133056	42	6022138168
22133056	42	6031198140
22133095	28	2221879613
22133203	28	12312254215
22133925	28	22121477134
22133925	60	1213022911
22133925	42	1213022911
22133925	314	1213022911
22133935	28	22121477134
22133955	28	22121477134
22134033	48	22121477134
22134062	28	22121477134
22134062	28	21820423099
22134169	42	12312254215
22134169	42	12113312174
22134169	42	72881694
22134169	42	1942916950
22134169	28	22121477134
22134208	48	22121477134
22134228	28	22121477134
22134228	28	60223249107
22134609	28	22121477134
22134648	28	130192867
22134833	28	22121477134
22134921	28	130192867
22135166	48	601318386
22135273	46	22121477134
22135332	28	22121477134
22135361	48	601318386
22135390	28	22121477134
22135419	28	22121477134
22135439	28	22121477134
22135468	28	601318386
22135498	28	22121477134
22135498	28	6021623610
22135527	76	220249133176
22135527	28	22121477134
22135585	28	22121477134
22135615	28	22121477134
22135615	28	6031198140
22135615	28	21820423099
22135751	28	711851620
22135830	28	60223249107
22135859	28	22121477134
22136406	28	22121477134
22136464	28	22121477134
22136494	28	22121477134
22136591	28	22121477134
22136630	28	22121477134
22136708	28	12113312174
22137451	28	8412304
22137490	28	193205213188
22137685	76	220249133176
22137871	28	6021623610
22138046	80	12213810252
22138261	60	1213022911
22138710	28	1213022911
22138769	28	22121477134
22138876	380	1213022911
22138886	28	1213022911
22139013	28	6022138168
22139062	28	12413313982
22139082	28	123412274
22139111	28	193205213188
22139990	28	130192863
22140244	28	60223249107
22140400	28	22121477134
22140400	42	1942916946
22140400	42	1171219141
22140400	42	121249856
22140400	42	6022138168
22140400	42	12413313982
22140400	42	6031198140
22140400	42	21820423099
22140400	42	796437181
22140400	42	611639288
22140439	28	22121477134
22140644	28	22121477134
22140693	28	22121477134
22140732	28	22121477134
22140751	28	22121477134
22140878	28	796437181
22141132	60	12213810252
22141259	28	601318386
22141259	28	130192867
22141298	28	601318386
22141542	46	22121477134
22141816	28	22121477134
22141835	28	22121477134
22141904	28	22121477134
22141923	28	22121477134
22141962	28	22121477134
22142001	28	22121477134
22142041	28	711851620
22142138	28	22121477134
22142167	48	22121477134
22142197	28	22121477134
22142216	28	130192868
22142812	28	12313156133
22142929	28	22121477134
22142958	28	22121477134
22142988	48	22121477134
22142988	28	121249856
22143144	28	22121477134
22143173	28	611639288
22143320	28	121171064
22143320	42	130192863
22143320	42	6017815041
22143320	42	220248229193
22143535	76	2223940182
22144150	28	22121477134
22144257	28	2221879613
22144980	28	193205213188
22145234	28	22121477134
22145263	28	22121477134
22145263	28	1942916946
22145458	28	1942916950
22145996	28	12213810252
22145996	40	12213810252
22145996	42	12213810252
22145996	314	12213810252
22146298	28	21820423099
22146318	28	2221879613
22146513	28	193205213188
22146630	28	12113312174
22146845	28	22121477134
22146865	28	22121477134
