Tiempo (mseg)	Length 	Destinos
21038681	28	8412304
21038740	28	2188249158
21038828	28	6021623610
21038896	1320	1249224164
21038896	42	1249224164
21038896	42	1249224164
21039101	28	220249133176
21039150	28	1942916945
21039453	28	582524119
21039560	1186	1169236154
21039677	28	1942916946
21039980	28	1942916948
21039980	1320	1249224164
21040126	28	12313156133
21040312	28	22121477134
21040400	28	583913102
21040664	28	5910973241
21040722	28	22121477134
21040742	28	12313156133
21040791	28	2188249158
21040791	28	12313156133
21041572	46	22121477134
21041865	28	1942916946
21041962	28	60223249107
21042158	28	12313156133
21042177	28	601318386
21042226	76	12313156133
21042802	380	22123824103
21043164	60	2217748
21043164	72	2111523638
21043281	28	12313156133
21043369	48	60223249107
21043466	28	220249133176
21043466	28	60223249107
21043496	48	60223249107
21043574	20	2111523638
21043574	28	60223249107
21043603	28	60223249107
21043642	28	124131220106
21043642	28	1169236154
21043642	28	60223249107
21043710	28	22121477134
21043740	28	22121477134
21043740	28	796437181
21043759	28	60223249107
21043789	28	22121477134
21043808	28	22121477134
21043837	28	22121477134
21043867	28	22121477134
21043867	28	84471875
21043896	28	22121477134
21043925	28	22121477134
21043945	28	22121477134
21043974	28	22121477134
21043974	28	12413313982
21044003	28	22121477134
21044033	28	22121477134
21044072	28	22121477134
21044091	28	22121477134
21044121	28	22121477134
21044150	28	22121477134
21044150	28	12118622743
21044287	28	2217748
21044384	76	12313156133
21044443	28	22121477134
21044501	60	582107057
21044501	48	22121477134
21044560	76	601318386
21044560	28	2217748
21044667	46	22121477134
21044726	28	601318386
21044775	68	601318386
21044775	28	21915618029
21044775	42	12312254215
21044775	42	1526624877
21044775	42	1249224164
21044775	42	1942916945
21044775	42	601122110
21044814	28	601318386
21044990	28	22239193234
21045488	28	12313156133
21045781	1320	1249224164
21045888	681	1249224164
21046210	28	1526624877
21046386	28	12313156133
21046523	60	582107057
21046523	28	123511960
21046777	28	60223249107
21046777	42	193205213188
21046777	42	1942916946
21046777	42	123511960
21046777	42	1171219141
21046777	42	1942916945
21046777	42	5910973241
21046777	42	6021623610
21046777	42	81182191212
21046777	42	2188249158
21046777	42	583913102
21046777	42	58426458
21046777	42	124131220106
21046796	28	60223249107
21046962	28	583913102
21047382	28	12313156133
21047382	42	22121477134
21047382	42	601318386
21047382	42	12313156133
21047382	42	84471875
21047587	42	1249224164
21047587	1320	1249224164
21047617	28	22121477134
21047792	46	22121477134
21047822	80	6031198140
21047880	28	1942916945
21047949	28	22121477134
21048076	28	601318386
21048076	80	6031198140
21048076	958	1526624877
21048076	1320	1249224164
21048183	28	60223249107
21048183	662	1249224164
21048242	28	193205213188
21048242	28	8412304
21048388	28	60223249107
21048427	28	12312254215
21048476	28	60223249107
21048496	28	60223249107
21048515	28	60223249107
21048583	42	123511960
21048583	48	60223249107
21048583	865	1249224164
21048662	28	1171219141
21048710	42	58426458
21048710	28	60223249107
21048828	28	582524119
21049326	1150	1249224164
21049482	998	1249224164
21049589	28	8412304
21049765	28	123511960
21050185	76	1171219141
21050185	28	84471875
21050214	28	12413313982
21050263	28	22121477134
21050263	42	12312254215
21050263	42	193205213188
21050263	42	1526624877
21050263	42	220249133176
21050263	42	1249224164
21050263	1215	1249224164
21050263	42	1942916945
21050263	42	12413313982
21050263	42	601122110
21050263	42	1942916948
21050263	42	796437181
21050351	28	22121477134
21050371	28	22121477134
21050410	28	22121477134
21050429	28	22121477134
21050458	28	22121477134
21050488	28	22121477134
21050507	28	22121477134
21050556	28	22121477134
21050595	28	22121477134
21050625	28	22121477134
21050625	28	601318386
21050644	28	601318386
21050673	48	22121477134
21050742	28	601318386
21050751	28	601318386
21050781	28	22121477134
21050800	28	22121477134
21050830	28	22121477134
21050859	48	22121477134
21050898	60	6031198140
21050898	28	22121477134
21050898	46	22121477134
21050927	28	22121477134
21051005	28	22121477134
21051005	28	601318386
21051035	28	601318386
21051142	28	22121477134
21051201	42	1526624877
21051201	42	1942916946
21051201	42	12313156133
21051201	42	123511960
21051201	42	1171219141
21051201	42	84471875
21051201	42	12118622743
21051201	42	1942916945
21051201	42	5910973241
21051201	42	6021623610
21051201	42	81182191212
21051201	42	22239193234
21051201	42	2188249158
21051201	42	21915618029
21051201	42	583913102
21051201	42	58426458
21051201	42	2217748
21051201	42	582524119
21051201	42	1169236154
21051210	60	6031198140
21051259	28	22121477134
21051259	28	12118622743
21051435	28	81182191212
21051455	28	8412304
21051542	28	60223249107
21051875	28	6021623610
21052080	28	123511960
21052207	28	60223249107
21052255	28	1169236154
21052304	28	60223249107
21052500	28	12413313982
21052675	28	1526624877
21052705	28	601122110
21052724	28	6031198140
21052841	40	6031198140
21052841	42	6031198140
21052841	314	6031198140
21053125	28	58426458
21053291	28	21915618029
21053330	28	796437181
21053408	28	124131220106
21053466	28	22239193234
21053828	28	5910973241
21054189	28	60223249107
21054267	28	1942916948
21054267	28	601318386
21054560	28	60223249107
21054609	28	60223249107
21054658	28	60223249107
21054687	28	22239193234
21054687	28	60223249107
21054775	28	60223249107
21054794	28	60223249107
21054892	48	58426458
21054970	28	12312254215
21055000	28	8412304
21055537	28	123511960
21055585	60	58426458
21055585	42	583913102
21055585	28	583913102
21055869	28	8412304
21056044	28	1171219141
21056162	28	193205213188
21056406	28	12413313982
21056474	28	12313156133
21056513	28	12118622743
21056513	28	2217748
21056513	28	12313156133
21057392	60	6031198140
21057500	76	60223249107
21057500	52	12321971101
21057500	20	84471875
21057548	42	124131220106
21057666	380	6031198140
21057724	28	22123824103
21057773	28	6031198140
21057998	28	6021623610
21058144	28	22121477134
21058271	28	81182191212
21058457	28	22121477134
21058486	28	22121477134
21058681	28	601318386
21058818	28	220249133176
21058847	48	601318386
21059023	28	22121477134
21059062	48	22121477134
21059121	28	12313156133
21059150	28	22121477134
21059189	60	1169236154
21059218	28	22121477134
21059238	28	601318386
21059257	28	601318386
21059257	28	22123824103
21059345	28	6031198140
21059423	28	22121477134
21059482	28	22121477134
21059521	28	22121477134
21059580	28	22121477134
21059619	48	22121477134
21059658	28	22121477134
21059687	28	22121477134
21059746	28	22121477134
21059746	28	12413313982
21059814	42	58426458
21059814	48	22121477134
21059814	28	21915618029
21059863	28	22121477134
21059951	28	22121477134
21060166	42	12312254215
21060166	42	583913102
21060273	60	22123824103
21060273	46	22121477134
21060302	28	12312254215
21060341	28	12313156133
21060380	48	60223249107
21060429	28	12118622743
21060429	28	60223249107
21060488	28	60223249107
21060507	28	60223249107
21060537	28	1249224164
21060537	28	60223249107
21060537	42	12312254215
21060537	42	1526624877
21060537	42	1942916946
21060537	42	123511960
21060537	42	601122110
21060537	42	22123824103
21060644	52	12321971101
21060693	28	22239193234
21060878	28	582524119
21060898	28	60223249107
21060986	48	22121477134
21061250	28	601318386
21061250	28	2188249158
21061279	28	601318386
21061562	28	6021623610
21061845	28	601318386
21061845	46	22121477134
21062763	42	1249224164
21062763	1219	1249224164
21062978	958	60223249107
21063154	28	2217748
21063203	28	12312254215
21063232	80	5814230222
21063359	80	5814230222
21063388	80	19320521332
21063554	28	796437181
21063691	28	8412304
21064101	42	123511960
21064179	28	12312254215
21064326	42	58426458
21064375	28	12313156133
21064404	28	19320521332
21064501	40	19320521332
21064501	42	19320521332
21064501	314	19320521332
21064501	42	1169236154
21064921	28	1169236154
21064980	60	124131220106
21064980	28	22121477134
21065078	28	601318386
21065078	28	60223249107
21065097	28	601318386
21065117	28	601318386
21065175	28	19320521332
21065312	28	601122110
21065429	28	1942916948
21065556	28	22121477134
21065556	28	1526624877
21065615	28	601122110
21065869	28	22121477134
21065986	28	22121477134
21066054	28	22121477134
21066054	28	22123824103
21066103	28	22121477134
21066123	28	22121477134
21066162	28	22121477134
21066181	28	22121477134
21066181	28	1942916946
21066181	42	1942916946
21066181	42	12313156133
21066181	42	220249133176
21066181	42	123511960
21066181	42	2188249158
21066181	42	1942916948
21066181	42	583913102
21066181	42	58426458
21066181	42	124131220106
21066181	42	1169236154
21066181	42	796437181
21066181	42	6031198140
21066220	28	22121477134
21066240	28	22121477134
21066337	28	22121477134
21066357	60	5814230222
21066357	60	5814230222
21066357	28	22121477134
21066406	28	22121477134
21066435	28	22121477134
21066513	28	2188249158
21066728	52	12321971101
21066728	28	12313156133
21067158	28	12313156133
21067187	28	601318386
21067216	28	12313156133
21067236	28	601318386
21067470	28	1171219141
21067607	28	22121477134
21067636	28	22121477134
21067685	28	124131220106
21067929	42	8412304
21067939	42	5910973241
21067939	42	81182191212
21067939	42	12413313982
21067939	42	21915618029
21068046	28	5814230222
21068046	28	12118622743
21068066	40	5814230222
21068066	42	5814230222
21068066	314	5814230222
21068066	28	21915618029
21068066	80	19320521332
21068388	48	58426458
21068417	28	12313156133
21068642	60	582107057
21068642	28	193205213188
21068720	28	220249133176
21068789	28	582524119
21069287	28	22123824103
21069394	60	6031198140
21069697	28	22121477134
21069697	46	22121477134
21069824	42	1249224164
21070273	28	12313156133
21070537	1320	1249224164
21070644	60	582107057
21070878	1261	1249224164
21070937	48	601318386
21070976	28	22121477134
21070996	48	601318386
21071054	60	19320521332
21071132	28	796437181
21071386	28	12313156133
21071552	28	22121477134
21071796	28	8412304
21071894	28	1171219141
21071894	28	1526624877
21071992	28	22121477134
21072080	28	60223249107
21072158	1320	1249224164
21072314	28	22121477134
21072392	28	6021623610
21072441	28	22121477134
21072500	60	5814230222
21072500	28	22121477134
21072568	28	22121477134
21072597	28	22121477134
21072617	380	5814230222
21072617	28	22121477134
21072636	28	22121477134
21072724	28	22121477134
21072744	28	5814230222
21072929	28	5910973241
21072929	28	601122110
21073134	28	601318386
21073134	28	8412304
21073164	28	601318386
21073232	28	601318386
21073349	28	22121477134
21073378	28	22121477134
21073408	28	22121477134
21073408	28	12313156133
21073437	28	12313156133
21073554	1014	220249133176
21073564	28	22121477134
21073632	28	22121477134
21073691	28	22121477134
21074062	28	22121477134
21074091	48	22121477134
21074248	76	12313156133
21074355	46	601318386
21074628	28	2217748
21074677	28	220249133176
21074755	28	1942916948
21074892	28	12312254215
21075048	28	21915618029
21075253	28	12313156133
21075292	28	12313156133
21075332	28	22123824103
21075380	1250	1249224164
21075859	28	22123824103
21076093	28	12118622743
21076484	80	2211316191
21076660	1320	1249224164
21077099	1194	1249224164
21077207	60	19320521332
21077451	28	601318386
21077500	28	601318386
21077519	28	601318386
21077548	28	12313156133
21077548	28	19320521332
21077626	28	12118622743
21077734	28	8412304
21077949	76	583913102
21078056	42	22123824103
21078076	28	6031198140
21078164	28	582524119
21078281	28	22121477134
21078408	28	12313156133
21078408	42	220249133176
21078408	42	1249224164
21078408	42	1942916945
21078408	42	1169236154
21078408	42	796437181
21078447	28	22121477134
21078447	42	60223249107
21078447	42	123511960
21078447	42	1249224164
21078447	42	1942916945
21078447	42	6021623610
21078447	42	22239193234
21078447	42	2188249158
21078447	42	1942916948
21078447	42	583913102
21078447	42	58426458
21078447	42	124131220106
21078447	42	6031198140
21078447	42	5814230222
21078769	52	12321971101
21079033	28	1171219141
21079150	28	22121477134
21079179	48	601318386
21079218	28	22121477134
21079218	28	22123824103
21079267	28	22121477134
21079296	28	22121477134
21079296	28	8412304
21079296	28	12118622743
21079335	48	22121477134
21079355	28	2188249158
21079394	28	81182191212
21079482	60	2211316191
21079482	28	22121477134
21079511	28	22121477134
21079550	28	22121477134
21079589	28	22121477134
21079833	28	22121477134
21079882	28	22121477134
21079931	28	22121477134
21080000	28	12313156133
21080419	28	22121477134
21080468	48	22121477134
21080488	28	220249133176
21080527	28	22121477134
21080615	48	22121477134
21080634	28	22121477134
21080634	28	1169236154
21080673	28	1942916945
21080781	72	2111523638
21080927	28	22239193234
21081250	20	2111523638
21081396	28	2211316191
21081503	40	2211316191
21081503	42	2211316191
21081503	314	2211316191
21081523	28	123511960
21081660	80	2211316191
21082705	28	1942916945
21082910	28	220249133176
21082910	28	1942916946
21083066	28	60223249107
21083115	28	123511960
21083632	48	601318386
21083671	28	601318386
21083779	46	60223249107
21083867	28	21915618029
21083994	28	193205213188
21084248	28	6021623610
21084423	28	1526624877
21084531	60	5814230222
21084638	60	2211316191
21084765	28	22121477134
21084794	48	22121477134
21085126	28	22121477134
21085214	28	60223249107
21085253	28	1942916945
21085322	28	1169236154
21085322	46	60223249107
21085361	28	601318386
21085390	28	601318386
21085478	42	5814230222
21085478	28	1942916946
21085605	28	124131220106
21085712	28	796437181
21085771	42	220249133176
21085878	28	22121477134
21085927	28	2188249158
21085957	28	22121477134
21086005	28	22121477134
21086054	76	58426458
21086054	28	22121477134
21086132	28	2211316191
21086171	28	22121477134
21086220	28	22121477134
21086318	28	123511960
21086347	28	2211316191
21086357	314	2211316191
21086542	28	220249133176
21086708	28	19320521332
21086914	28	5910973241
21087050	28	58426458
21087265	28	22121477134
21087294	28	22121477134
21087294	42	1526624877
21087294	42	1942916946
21087294	42	1942916945
21087294	42	81182191212
21087294	42	601122110
21087294	42	1169236154
21087294	42	19320521332
21087333	28	2217748
21087353	28	22121477134
21087392	28	22121477134
21087431	28	22121477134
21087470	28	22121477134
21087539	28	22121477134
21087539	1215	1249224164
21087539	865	1249224164
21087578	28	22121477134
21087597	28	22121477134
21087656	28	22123824103
21087822	28	8412304
21087880	28	582524119
21088310	28	58426458
21088310	42	5910973241
21088632	28	60223249107
21088671	28	60223249107
21088701	28	60223249107
21088720	28	8412304
21088720	28	60223249107
21088769	28	60223249107
21088808	28	60223249107
21088896	28	60223249107
21089101	28	12118622743
21089208	60	19320521332
21089267	28	1942916945
21089326	28	21915618029
21089580	28	601318386
21089599	28	601318386
21089599	28	5814230222
21089599	42	22123824103
21090029	28	60223249107
21090332	28	22239193234
21090332	28	1526624877
21090380	28	6031198140
21090625	42	58426458
21090625	42	22123824103
21090625	28	1169236154
21090732	60	2211316191
21090898	28	12313156133
21091142	28	601122110
21091240	60	2217748
21091240	48	22121477134
21091289	28	22121477134
21091318	28	22121477134
21091601	28	22121477134
21091601	28	1171219141
21091660	28	22121477134
21091767	28	6021623610
21091767	28	81182191212
21091826	28	1942916948
21091884	28	5910973241
21091933	28	583913102
21092226	28	12118622743
21092333	28	22121477134
21092421	28	22121477134
21092460	28	22121477134
21092460	28	601318386
21092597	48	22121477134
21092666	28	22121477134
21092763	28	22121477134
21092851	28	2211316191
21093027	28	220249133176
21093027	28	2217748
21093173	46	22121477134
21093300	28	124131220106
21093408	60	6031198140
21093525	28	22239193234
21093730	28	22121477134
21093759	28	22121477134
21093759	28	60223249107
21093789	28	60223249107
21093818	28	60223249107
21093847	48	60223249107
21093906	28	60223249107
21093935	48	60223249107
21093994	28	60223249107
21094023	28	60223249107
21094042	28	60223249107
21094150	28	22121477134
21094169	42	193205213188
21094169	42	1942916946
21094169	42	123511960
21094169	42	12413313982
21094169	42	583913102
21094169	42	58426458
21094169	42	5814230222
21094169	28	22121477134
21094208	28	22121477134
21094238	28	22121477134
21094287	28	22121477134
21094335	48	22121477134
21094501	28	12313156133
21094580	28	601318386
21094687	46	22121477134
21094833	28	193205213188
21094833	28	60223249107
21095048	76	583913102
21095117	28	22121477134
21095156	28	22121477134
21095351	1320	1249224164
21095634	46	601318386
21095634	28	12413313982
21095732	28	12413313982
21095976	28	796437181
21096035	28	123511960
21096269	28	601122110
21096367	1320	1249224164
21096367	42	1249224164
21096445	28	1526624877
21096494	28	1942916946
21096992	28	2188249158
21097519	28	1526624877
21097773	28	22121477134
21097802	28	22121477134
21097822	28	22121477134
21097880	28	22121477134
21097998	28	22121477134
21097998	28	19320521332
21098037	1320	1249224164
21098037	1320	1249224164
21098037	42	1249224164
21098037	1320	1249224164
21098105	42	220249133176
21098105	42	58426458
21098105	28	22121477134
21098105	1180	1249224164
21098134	28	5910973241
21098261	28	12312254215
21098320	28	220249133176
21098535	28	6031198140
21098535	28	60223249107
21098593	28	5910973241
21098593	28	60223249107
21098623	28	60223249107
21098623	42	81182191212
21098623	42	22239193234
21098623	42	601122110
21098623	42	1942916948
21098623	42	124131220106
21098623	42	1169236154
21098623	42	6031198140
21098623	42	19320521332
21098623	42	2211316191
21098642	28	60223249107
21098662	28	60223249107
21098662	42	12312254215
21098662	42	1526624877
21098662	42	220249133176
21098662	42	123511960
21098662	42	1171219141
21098662	42	1942916945
21098662	42	2217748
21098662	42	796437181
21098710	28	60223249107
21098730	28	60223249107
21098779	28	60223249107
21098808	28	22121477134
21098837	28	60223249107
21098857	28	60223249107
21098886	28	60223249107
21098906	28	22121477134
21098925	28	60223249107
21098955	28	22121477134
21098974	28	22121477134
21099062	28	22121477134
21099082	28	22121477134
21099082	28	601318386
21099150	28	22121477134
21099208	28	22121477134
21099277	28	12118622743
21099345	28	582524119
21099501	28	8412304
21099658	28	60223249107
21099902	28	1171219141
21099931	28	58426458
21099931	28	123511960
21100156	28	22121477134
21100156	42	1942916945
21100156	42	81182191212
21100156	42	1942916948
21100156	42	583913102
21100156	42	58426458
21100156	42	124131220106
21100156	42	6031198140
21100156	42	5814230222
21100214	28	22121477134
21100234	28	22121477134
21100253	68	583913102
21100683	28	601122110
21100751	28	1942916948
21100966	28	22121477134
21100966	46	22121477134
21100996	28	22121477134
21101064	28	22121477134
21101103	28	22121477134
21101103	28	8412304
21101132	28	22121477134
21101191	28	22121477134
21101269	28	12118622743
21101269	42	1249224164
21101269	1320	1249224164
21101406	28	124131220106
21101562	28	22121477134
21101601	28	22121477134
21101767	1320	1249224164
21101767	1320	1249224164
21101875	1320	1249224164
21101904	28	8412304
21101972	28	6031198140
21101972	28	123511960
21102148	28	22121477134
21102294	28	601122110
21102392	28	2217748
21102412	28	6021623610
21102783	60	2211316191
21102783	52	12321971101
21102792	28	220249133176
21103066	1320	1249224164
21103349	28	22123824103
21103378	28	601318386
21103496	28	21915618029
21103740	28	12312254215
21103818	28	583913102
21103886	28	1942916946
21103974	28	1942916945
21104179	28	22121477134
21104208	28	22121477134
21104238	48	22121477134
21104277	28	22121477134
21104277	28	81182191212
21104375	28	1526624877
21104375	28	796437181
21104404	28	5814230222
21104443	28	12118622743
21104443	28	12313156133
21104443	564	1249224164
21104511	28	12118622743
21104814	28	1942916946
21104873	28	60223249107
21105029	28	60223249107
21105117	28	60223249107
21105253	28	58426458
21105537	28	1942916945
21105595	28	12313156133
21105644	28	60223249107
21105673	28	60223249107
21105781	28	601318386
21105859	28	193205213188
21105947	28	8412304
21106113	28	220249133176
21106113	28	22121477134
21106132	28	60223249107
21106152	28	60223249107
21106191	48	60223249107
21106240	28	60223249107
21106279	28	60223249107
21106298	28	60223249107
21106328	28	60223249107
21106386	28	60223249107
21106416	28	1942916946
21106464	28	6021623610
21106689	28	22123824103
21106757	28	1169236154
21106757	28	60223249107
21107001	28	5910973241
21107089	28	22123824103
21107119	28	220249133176
21107148	28	1942916946
21107148	46	6021623610
21107246	28	1171219141
21107353	60	1169236154
21107460	1014	583913102
21107773	28	12413313982
21108388	60	22123824103
21108388	28	2217748
21108525	28	22121477134
21108632	60	5814230222
21108691	28	6031198140
21108798	42	12312254215
21108837	42	5910973241
21108837	42	12413313982
21108837	42	22123824103
21108945	28	22121477134
21108974	28	22121477134
21109169	28	22121477134
21109189	28	22121477134
21109248	28	22121477134
21109277	28	22121477134
21109335	28	22121477134
21109335	28	12313156133
21109355	48	22121477134
21109355	42	12312254215
21109384	28	22121477134
21109384	28	601122110
21109599	28	21915618029
21109677	28	12118622743
21109833	28	601318386
21109951	28	22121477134
21109951	28	1942916946
21109990	28	22121477134
21110029	28	22121477134
21110058	28	22121477134
21110195	28	12118622743
21110224	28	22121477134
21110351	46	22121477134
21110566	28	8412304
21110771	28	123511960
21111171	28	22123824103
21111601	28	22121477134
21111630	28	22121477134
21111923	28	2211316191
21111953	28	60223249107
21112031	28	60223249107
21112070	28	22239193234
21112138	28	60223249107
21112158	28	601318386
21112158	28	60223249107
21112216	48	60223249107
21112246	28	60223249107
21112285	28	60223249107
21112285	42	193205213188
21112285	42	220249133176
21112285	42	2188249158
21112285	42	583913102
21112285	42	58426458
21112285	42	1169236154
21112285	42	19320521332
21112451	28	2188249158
21112626	28	22121477134
21112656	28	22121477134
21112656	28	12313156133
21112714	28	22121477134
21112734	28	22121477134
21113271	60	19320521332
21113349	28	220249133176
21113447	28	1942916946
21113466	28	21915618029
21113496	1320	1249224164
21113496	1014	1249224164
21113496	42	1249224164
21113496	1287	1249224164
21113603	110	583913102
21113652	28	22121477134
21113759	1014	12118622743
21113769	28	220249133176
21113828	28	193205213188
21114062	28	123511960
21114199	28	601318386
21114257	1040	1249224164
21114365	752	218194444
21115019	28	1942916945
21115126	1014	583913102
21115341	28	12312254215
21115341	28	601122110
21115419	42	601122110
21115419	28	22121477134
21115595	28	22123824103
21115644	28	22121477134
21115722	28	22121477134
21115722	28	1942916948
21115761	28	22121477134
21115761	28	12413313982
21115800	48	22121477134
21115839	28	22121477134
21115898	28	2217748
21115937	28	22121477134
21115937	28	6031198140
21116054	42	22123824103
21116191	76	60223249107
21116259	28	1942916946
21116337	28	22239193234
21116435	28	22121477134
21116464	28	22121477134
21116484	28	22121477134
21116513	28	22121477134
21116738	60	582107057
21116816	76	1526624877
21116982	28	1526624877
21116982	28	60223249107
21117275	76	60223249107
21117656	28	12313156133
21117988	28	22121477134
21118222	28	8412304
21118339	28	58426458
21118417	28	5910973241
21118457	28	12313156133
21118759	60	582107057
21118789	28	1169236154
21119033	88	583913102
21119140	42	81182191212
21119140	42	601122110
21119140	42	124131220106
21119140	42	5814230222
21119140	42	2211316191
21119179	48	22121477134
21119179	42	12312254215
21119179	42	123511960
21119179	42	1171219141
21119179	42	6021623610
21119179	42	12413313982
21119179	42	1942916948
21119179	42	582524119
21119218	28	22121477134
21119248	28	22121477134
21119267	28	22121477134
21119287	28	22121477134
21119394	76	58426458
21119560	28	12118622743
21119609	28	81182191212
21119707	28	582524119
21119707	46	22121477134
21119707	46	12118622743
21119814	42	583913102
21119824	28	8412304
21119921	28	124131220106
21120156	28	12413313982
21120537	28	2188249158
21120703	68	58426458
21120751	28	220249133176
21121015	28	601318386
21121240	46	6021623610
21121357	76	124926645
21121386	28	22121477134
21121416	28	22121477134
21121582	42	1249224164
21121582	42	1249224164
21121582	1320	1249224164
21121630	28	2211316191
21121630	981	1249224164
21122539	28	6021623610
21122597	28	12312254215
21122656	28	6021623610
21122656	1014	1942916945
21122734	28	1942916946
21122949	28	796437181
21123056	28	601318386
21123115	28	12413313982
21123193	28	22121477134
21123242	28	22121477134
21123398	28	22121477134
21123427	28	22121477134
21123505	28	22121477134
21123535	28	22121477134
21123564	28	22121477134
21123593	28	12118622743
21123623	28	12118622743
21123652	28	22121477134
21123671	28	12118622743
21123701	28	12118622743
21123720	28	19320521332
21123740	28	1942916945
21123847	28	22121477134
21123876	28	22121477134
21123925	28	22121477134
21123974	28	22121477134
21124101	28	1526624877
21124199	1320	1249224164
21124394	28	193205213188
21124521	28	123511960
21124794	28	1942916948
21124863	28	12313156133
21124882	28	5910973241
21124882	28	1526624877
21124882	28	22123824103
21124921	28	60223249107
21125146	1320	1249224164
21125332	28	22123824103
21125908	28	22121477134
21125927	28	22121477134
21125966	28	8412304
21126152	28	796437181
21126250	28	22121477134
21126289	28	22121477134
21126318	28	22121477134
21126347	48	22121477134
21126347	42	220249133176
21126347	42	123511960
21126347	42	1249224164
21126347	42	1942916945
21126347	42	81182191212
21126347	42	583913102
21126347	42	124131220106
21126347	42	19320521332
21126347	42	5814230222
21126386	28	22121477134
21126835	60	2211316191
21126835	28	123511960
21127011	28	12118622743
21127099	28	12118622743
21127119	28	12118622743
21127148	28	12118622743
21127177	28	12118622743
21127431	28	21915618029
21127558	46	22121477134
21127617	28	12313156133
21127685	28	2217748
21127685	1320	1249224164
21127763	28	8412304
21127763	673	1249224164
21127910	28	22121477134
21127929	42	5814230222
21128535	1320	1249224164
21128759	28	1942916945
21128916	28	12118622743
21129003	1320	1249224164
21129082	28	58426458
21129111	28	124131220106
21129384	28	58426458
21129423	1320	1249224164
21129443	28	1169236154
21129707	28	22121477134
21129726	28	22121477134
21129892	28	22121477134
21129941	28	22121477134
21129980	28	22121477134
21130029	28	220249133176
21130029	48	22121477134
21130068	28	22121477134
21130097	28	12118622743
21130166	28	22121477134
21130214	28	81182191212
21130322	1014	583913102
21130322	28	22121477134
21130371	28	22121477134
21130390	28	22121477134
21130410	28	22121477134
21130478	48	22121477134
21130517	28	12118622743
21130556	28	12118622743
21130576	42	1171219141
21130576	28	12118622743
21130605	28	220249133176
21130605	28	12118622743
21130634	28	12118622743
21130673	28	12118622743
21130703	1320	1249224164
21130703	28	12118622743
21130810	654	1249224164
21130869	28	1942916945
21130869	28	1526624877
21131054	28	2211316191
21131074	28	6031198140
21131259	28	21915618029
21131767	28	1249224164
21131767	28	5814230222
21131835	28	601318386
21132363	719	1249224164
21132451	28	22121477134
21132470	28	22121477134
21132626	28	58426458
21132705	28	12312254215
21132783	28	12118622743
21132900	28	22121477134
21132929	28	22121477134
21132929	80	2223940182
21132968	48	22121477134
21133076	42	12312254215
21133437	28	22121477134
21133476	28	2188249158
21133955	28	12118622743
21133955	28	2217748
21134179	42	583913102
21134638	28	12118622743
21134765	28	12118622743
21134794	28	12118622743
21134824	28	12118622743
21134824	28	22123824103
21134824	42	5910973241
21134824	42	6021623610
21134824	42	22239193234
21134824	42	601122110
21134824	42	21915618029
21134824	42	58426458
21134824	42	1169236154
21134824	42	22123824103
21134833	42	6031198140
21134941	42	60223249107
21134941	42	1942916946
21134941	42	123511960
21134941	42	1171219141
21134951	48	22121477134
21135058	128	583913102
21135166	42	5814230222
21135224	28	2211316191
21135253	28	1942916946
21135458	28	6021623610
21135605	28	220249133176
21135908	28	193205213188
21135937	28	6021623610
21135966	28	1942916945
21136064	60	2223940182
21136064	28	6021623610
21136464	28	601318386
21136503	42	1249224164
21136503	1320	1249224164
21136718	28	22121477134
21136777	28	22121477134
21136806	28	22121477134
21136835	48	22121477134
21136835	42	12312254215
21136835	42	1526624877
21136835	42	123511960
21136835	42	1249224164
21136835	42	1942916945
21136835	42	81182191212
21136835	42	583913102
21136835	42	796437181
21136835	42	5814230222
21136875	28	22121477134
21136943	48	22121477134
21136982	28	22121477134
21137246	28	22121477134
21137246	1277	1249224164
21137392	28	1171219141
21137412	28	60223249107
21137529	28	22121477134
21137558	28	22121477134
21137587	28	22121477134
21137607	28	22121477134
21137607	28	81182191212
21137636	28	22121477134
21137744	28	5910973241
21137773	28	1169236154
21138105	46	601318386
21138164	80	121256941
21138222	28	12413313982
21138388	144	58426458
21138388	46	22121477134
21138388	46	60223249107
21138583	28	58426458
21138750	1320	1249224164
21138789	28	22121477134
21138789	28	8412304
21138837	28	1171219141
21139013	28	220249133176
21139052	28	21915618029
21139052	438	1249224164
21139169	28	582524119
21139287	28	22121477134
21139316	48	12313156133
21139345	48	22121477134
21139384	28	2217748
21139492	28	22121477134
21139531	28	22121477134
21139531	42	220249133176
21139550	42	12413313982
21139550	42	124131220106
21139550	42	582524119
21139560	42	19320521332
21139560	42	2211316191
21139619	28	22121477134
21139638	28	22121477134
21139716	28	123511960
21139931	28	22121477134
21139960	28	22121477134
21140195	28	796437181
21140263	28	6031198140
21140371	76	1254391234
21140644	28	60223249107
21140742	28	601318386
21140771	28	12312254215
21141035	28	6031198140
21141279	60	121256941
21141406	28	12118622743
21141406	28	22239193234
21141513	60	6031198140
21141982	28	22121477134
21142197	60	2223940182
21142412	28	1526624877
21142548	28	1171219141
21142744	28	582524119
21142773	28	601318386
21142988	42	58426458
21143193	28	796437181
21143505	28	22121477134
21143505	28	22123824103
21143535	28	22121477134
21143564	48	22121477134
21143564	42	1171219141
21143564	42	1249224164
21143564	42	6021623610
21143564	42	22239193234
21143564	42	2188249158
21143623	28	22121477134
21143652	28	60223249107
21143681	28	60223249107
21143720	48	22121477134
21143759	28	60223249107
