0	174
100	293
200	288
300	260
400	282
500	268
600	281
700	280
800	247
900	288
1000	270
1100	274
1200	314
1300	274
1400	279
1500	255
1600	253
1700	272
1800	265
1900	262
2000	274
2100	283
2200	289
2300	264
2400	277
2500	289
2600	264
2700	284
2800	285
2900	278
3000	263
3100	270
3200	270
3300	295
3400	242
3500	286
3600	303
3700	269
3800	298
3900	280
4000	289
4100	257
4200	257
4300	287
4400	289
4500	305
4600	292
4700	287
4800	250
4900	294
5000	297
5100	324
5200	295
5300	286
5400	295
5500	281
5600	287
5700	274
5800	266
5900	273
6000	279
6100	283
6200	275
6300	288
6400	280
6500	279
6600	285
6700	233
6800	251
6900	280
7000	277
7100	278
7200	270
7300	285
7400	284
7500	268
7600	284
7700	283
7800	290
7900	303
8000	298
8100	277
8200	270
8300	283
8400	301
8500	265
8600	262
8700	266
8800	267
8900	245
9000	295
9100	253
9200	280
9300	296
9400	266
9500	277
9600	267
9700	282
9800	266
9900	261
10000	265
10100	297
10200	312
10300	265
10400	277
10500	306
10600	264
10700	291
10800	309
10900	266
11000	279
11100	264
11200	270
11300	297
11400	290
11500	252
11600	256
11700	281
11800	306
11900	273
12000	254
12100	290
12200	300
12300	292
12400	307
12500	274
12600	276
12700	273
12800	295
12900	263
13000	254
13100	246
13200	269
13300	266
13400	281
13500	268
13600	294
13700	255
13800	280
13900	258
14000	276
14100	276
14200	283
14300	269
14400	284
14500	273
14600	247
14700	270
14800	253
14900	296
15000	283
15100	287
15200	269
15300	270
15400	287
15500	293
15600	268
15700	278
15800	276
15900	268
16000	274
16100	263
16200	272
16300	266
16400	250
16500	291
16600	270
16700	298
16800	280
16900	255
17000	304
17100	275
17200	268
17300	292
17400	266
17500	278
17600	273
17700	287
17800	264
17900	302
18000	280
18100	303
18200	284
18300	271
18400	293
18500	268
18600	285
18700	292
18800	289
18900	264
19000	263
19100	306
19200	282
19300	268
19400	280
19500	261
19600	286
19700	269
19800	246
19900	292
20000	307
20100	282
20200	294
20300	285
20400	269
20500	275
20600	284
20700	304
20800	281
20900	293
21000	276
21100	283
21200	249
21300	279
21400	298
21500	276
21600	287
21700	265
21800	264
21900	255
22000	266
22100	292
22200	260
22300	293
22400	271
22500	267
22600	274
22700	234
22800	272
22900	294
23000	274
23100	313
23200	283
23300	267
23400	274
23500	265
23600	260
23700	262
23800	291
23900	275
24000	262
24100	342
24200	294
24300	275
24400	283
24500	305
24600	272
24700	316
24800	276
24900	289
25000	264
25100	247
25200	306
25300	247
25400	285
25500	271
25600	293
25700	257
25800	265
25900	280
26000	255
26100	298
26200	281
26300	267
26400	276
26500	277
26600	266
26700	297
26800	287
26900	274
27000	282
27100	325
27200	280
27300	281
27400	273
27500	307
27600	267
27700	254
27800	247
27900	270
28000	296
28100	286
28200	280
28300	288
28400	300
28500	297
28600	301
28700	266
28800	259
28900	249
29000	298
29100	277
29200	236
29300	261
29400	298
29500	292
29600	267
29700	275
29800	269
29900	258
30000	278
30100	268
30200	297
30300	264
30400	250
30500	313
30600	283
30700	280
30800	279
30900	317
31000	327
31100	238
31200	298
31300	308
31400	272
31500	256
31600	272
31700	264
31800	294
31900	244
32000	270
32100	270
32200	300
32300	272
32400	289
32500	281
32600	273
32700	263
32800	287
32900	273
33000	289
33100	282
33200	266
33300	283
33400	239
33500	297
33600	271
33700	291
33800	289
33900	296
34000	297
34100	272
34200	276
34300	262
34400	272
34500	288
34600	271
34700	285
34800	285
34900	299
35000	308
35100	253
35200	271
35300	255
35400	271
35500	249
35600	299
35700	266
35800	299
35900	292
36000	308
36100	275
36200	258
36300	277
36400	263
36500	264
36600	268
36700	285
36800	314
36900	261
37000	294
37100	298
37200	294
37300	282
37400	310
37500	267
37600	281
37700	240
37800	301
37900	307
38000	281
38100	259
38200	270
38300	296
38400	283
38500	286
38600	270
38700	290
38800	278
38900	293
39000	299
39100	270
39200	271
39300	295
39400	291
39500	257
39600	288
39700	244
39800	288
39900	266
40000	263
40100	286
40200	302
40300	273
40400	258
40500	275
40600	266
40700	301
40800	257
40900	254
41000	285
41100	316
41200	271
41300	305
41400	282
41500	270
41600	281
41700	284
41800	276
41900	254
42000	269
42100	308
42200	282
42300	284
42400	290
42500	262
42600	297
42700	279
42800	301
42900	285
43000	283
43100	302
43200	269
43300	267
43400	300
43500	255
43600	276
43700	284
43800	277
43900	288
44000	259
44100	281
44200	268
44300	263
44400	297
44500	257
44600	276
44700	265
44800	292
44900	255
45000	281
45100	261
45200	281
45300	296
45400	266
45500	310
45600	277
45700	281
45800	284
45900	296
46000	283
46100	271
46200	254
46300	265
46400	281
46500	261
46600	292
46700	276
46800	274
46900	278
47000	272
47100	274
47200	269
47300	297
47400	266
47500	270
47600	266
47700	285
47800	280
47900	277
48000	278
48100	253
48200	285
48300	278
48400	285
48500	259
48600	291
48700	290
48800	245
48900	309
49000	289
49100	272
49200	283
49300	261
49400	238
49500	271
49600	280
49700	265
49800	264
49900	259
50000	251
50100	284
50200	272
50300	285
50400	281
50500	260
50600	265
50700	282
50800	288
50900	293
51000	231
51100	298
51200	314
51300	257
51400	266
51500	291
51600	266
51700	305
51800	279
51900	274
52000	280
52100	255
52200	292
52300	273
52400	274
52500	289
52600	275
52700	302
52800	276
52900	285
53000	315
53100	268
53200	263
53300	295
53400	263
53500	269
53600	306
53700	301
53800	288
53900	268
54000	292
54100	269
54200	270
54300	240
54400	283
54500	276
54600	302
54700	297
54800	283
54900	257
55000	270
55100	305
55200	288
55300	267
55400	269
55500	284
55600	311
55700	279
55800	243
55900	257
56000	281
56100	267
56200	298
56300	278
56400	253
56500	269
56600	292
56700	282
56800	285
56900	271
57000	264
57100	275
57200	280
57300	262
57400	252
57500	298
57600	289
57700	266
57800	282
57900	295
58000	286
58100	270
58200	292
58300	267
58400	293
58500	281
58600	270
58700	278
58800	305
58900	254
59000	291
59100	282
59200	304
59300	293
59400	300
59500	313
59600	281
59700	293
59800	263
59900	250
60000	264
60100	274
60200	264
60300	298
60400	266
60500	293
60600	262
60700	245
60800	275
60900	287
61000	290
61100	265
61200	256
61300	256
61400	269
61500	279
61600	283
61700	271
61800	292
61900	264
62000	282
62100	267
62200	273
62300	254
62400	320
62500	288
62600	274
62700	259
62800	301
62900	293
63000	275
63100	280
63200	292
63300	260
63400	255
63500	283
63600	278
63700	273
63800	311
63900	296
64000	268
64100	281
64200	275
64300	263
64400	274
64500	287
64600	258
64700	251
64800	278
64900	286
65000	304
65100	239
65200	294
65300	290
65400	302
65500	302
65600	299
65700	279
65800	266
65900	268
66000	301
66100	263
66200	271
66300	266
66400	287
66500	278
66600	301
66700	253
66800	279
66900	277
67000	294
67100	275
67200	289
67300	282
67400	258
67500	311
67600	293
67700	307
67800	272
67900	253
68000	302
68100	236
68200	265
68300	309
68400	283
68500	297
68600	299
68700	266
68800	296
68900	278
69000	289
69100	276
69200	291
69300	278
69400	269
69500	287
69600	291
69700	283
69800	263
69900	286
70000	281
70100	247
70200	261
70300	283
70400	295
70500	274
70600	231
70700	290
70800	272
70900	293
71000	260
71100	243
71200	244
71300	290
71400	266
71500	281
71600	269
71700	255
71800	305
71900	276
72000	284
72100	250
72200	281
72300	283
72400	298
72500	260
72600	270
72700	288
72800	265
72900	282
73000	265
73100	294
73200	252
73300	260
73400	259
73500	291
73600	273
73700	285
73800	279
73900	293
74000	272
74100	266
74200	271
74300	291
74400	272
74500	296
74600	278
74700	273
74800	281
74900	264
75000	280
75100	275
75200	270
75300	283
75400	261
75500	278
75600	274
75700	262
75800	278
75900	275
76000	267
76100	280
76200	272
76300	266
76400	270
76500	275
76600	270
76700	292
76800	294
76900	288
77000	277
77100	273
77200	283
77300	260
77400	268
77500	273
77600	286
77700	258
77800	310
77900	278
78000	275
78100	294
78200	283
78300	258
78400	300
78500	273
78600	293
78700	277
78800	265
78900	280
79000	287
79100	276
79200	266
79300	289
79400	267
79500	274
79600	294
79700	274
79800	260
79900	288
80000	264
80100	258
80200	299
80300	278
80400	272
80500	256
80600	268
80700	326
80800	263
80900	278
81000	261
81100	270
81200	295
81300	276
81400	303
81500	258
81600	250
81700	286
81800	258
81900	270
82000	315
82100	267
82200	253
82300	287
82400	273
82500	251
82600	287
82700	287
82800	297
82900	267
83000	279
83100	258
83200	274
83300	278
83400	292
83500	293
83600	275
83700	282
83800	290
83900	286
84000	303
84100	288
84200	270
84300	284
84400	291
84500	286
84600	284
84700	299
84800	284
84900	279
85000	270
85100	247
85200	288
85300	277
85400	279
85500	280
85600	269
85700	247
85800	276
85900	288
86000	279
86100	283
86200	276
86300	278
86400	268
86500	286
86600	284
86700	257
86800	268
86900	247
87000	294
87100	302
87200	279
87300	260
87400	262
87500	269
87600	277
