10000	20000	30000	40000	50000	60000	70000	80000	90000	100000	
10000	20000	30000	40000	50000	60000	70000	80000	90000	100000	
300	300	300	300	300	300	300	300	300	300	
1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	
256	256	256	256	256	256	256	256	256	256	
249999	249999	249999	249999	249999	249999	249999	249999	249999	249999	
51434	26080	17454	13115	10503	8766	7516	6583	5852	5269	
0.20574	0.10432	0.069816	0.05246	0.042012	0.035064	0.030064	0.026332	0.023408	0.021076	
4.8606	9.5859	14.3233	19.0621	23.8026	28.5192	33.2622	37.9765	42.7203	47.4471	
527403540	527403540	527403540	527403540	527403540	527403540	527403540	527403540	527403540	527403540	
527100000	527100000	527100000	527080000	527100000	527100000	527100000	527115567	527134286	527157233	
474.0184	474.0184	474.0184	474.0184	474.0184	474.0184	474.0184	474.0184	474.0184	474.0184	
97.5792	49.4783	33.1133	24.8824	19.926	16.6306	14.2592	12.4887	11.1015	9.9951	
0.20586	0.10438	0.069856	0.052492	0.042036	0.035084	0.030081	0.026346	0.02342	0.021086	
68.7724	68.7724	68.7724	68.7724	68.7724	68.7724	68.7724	68.7724	68.7724	68.7724	
134.8729	222.3477	309.8927	397.6116	485.2261	572.5858	660.252	746.9297	835.0313	922.6891	
260795.0489	260795.0489	260795.0489	260795.0489	260795.0489	260795.0489	260795.0489	260795.0489	260795.0489	260795.0489	
105286.3138	88011.0643	82092.4606	79148.1521	77348.966	76179.6547	75317.0784	74625.5783	74161.0346	73779.111	
306300.8185	306300.8185	306300.8185	306300.8185	306300.8185	306300.8185	306300.8185	306300.8185	306300.8185	306300.8185	
114653.9177	92760.9789	85271.3337	81536.8597	79261.863	77776.1943	76685.9571	75824.4956	75226.782	74738.6425	
0.40371	0.33747	0.31478	0.30349	0.29659	0.29211	0.2888	0.28615	0.28437	0.2829	
5002.2135	10014.1135	14989.6261	19990.6878	25012.5045	29993.8044	35014.2662	39868.9702	44946.8873	49930.7699	
2885.3513	5769.5976	8661.3025	11532.1287	14440.7751	17335.3037	20194.1375	23074.6673	25955.6769	28878.8333	
10000	20000	30000	40000	50000	60000	70000	80000	90000	100000	
9504	19003	28505	38014	47506	57036.55	66486.55	75958.55	85421	94965	
9902	19803	29707	39594	49510	59404.51	69283	79193	89082	98986.51	
9951	19903	29856	39796	49759	59701	69641	79591	89548	99496.505	
9991	19981	29970	39958	49955	59941	69933	79918	89912	99894.501	
10000	20000	30000	40000	50000	60000	70000	80000	90000	100000	
0.024763	0.010997	0.0071672	0.005309	0.0042662	0.0027304	0.0025218	0.0015169	0.0015358	0.0018961	
0.047895	0.0091012	0.0070534	0.0057641	0.0050246	0.0046644	0.0030527	0.0027304	0.0020478	0.0018961	
0.089704	0.0089874	0.0064277	0.0062191	0.0047402	0.0043231	0.0046454	0.004854	0.0044368	0.0028441	
0.14329	0.013993	0.0052901	0.0036405	0.0044558	0.0050057	0.0043799	0.0037922	0.0025597	0.0034129	
0.17448	0.023701	0.0044368	0.0031096	0.0023701	0.0021615	0.0021236	0.0022753	0.0035836	0.0028441	
0.16835	0.041828	0.0058589	0.0035646	0.0030337	0.0023891	0.0022563	0.0030337	0.0023891	0.0011376	
0.13832	0.066022	0.0091012	0.0037163	0.0022753	0.0023891	0.0026545	0.0022753	0.0013652	0.0028441	
0.096757	0.092301	0.012685	0.0036405	0.0027493	0.001934	0.0017254	0.0013652	0.0022184	0.0013273	
0.057091	0.11301	0.023094	0.0035646	0.0022753	0.0018202	0.0015927	0.0012135	0.00068259	0.0017065	
0.032366	0.12453	0.033276	0.0056882	0.0026545	0.0021615	0.0017254	0.0015169	0.0015358	0.0011376	
0.01606	0.12036	0.050227	0.008722	0.0026545	0.0017065	0.0019909	0.0012135	0.0023891	0.0013273	
0.0066742	0.10906	0.06843	0.010997	0.0035077	0.0025028	0.0018582	0.0018202	0.0013652	0.0013273	
0.0027304	0.086385	0.085153	0.020023	0.0044558	0.0021615	0.0019909	0.0016686	0.0011945	0.0017065	
0.000967	0.066401	0.094595	0.02829	0.005309	0.001934	0.0013273	0.0012135	0.0011945	0.0013273	
0.00036026	0.043686	0.10256	0.038908	0.0067311	0.0020478	0.0013273	0.0018202	0.0010239	0.0011376	
0.00011376	0.030679	0.099886	0.055138	0.010808	0.0029579	0.0017254	0.0018202	0.0011945	0.0013273	
0	0.017747	0.091865	0.067804	0.01441	0.003868	0.0022563	0.0012135	0.0023891	0.0011376	
0	0.010997	0.080147	0.075843	0.025028	0.0053469	0.0013273	0.0010618	0.0010239	0.0013273	
0	0.0052332	0.06331	0.085248	0.031285	0.0067121	0.0027872	0.0021236	0.00085324	0.00094804	
1.8961e-005	0.0028062	0.048634	0.088357	0.046359	0.0098975	0.0030527	0.0010618	0.0013652	0.0013273	
0	0.0012893	0.037429	0.085096	0.057356	0.013424	0.0021236	0.0012135	0.0011945	0.0013273	
