5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
300	300	300	300	300	300	300	300	300	300	
1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	
256	256	256	256	256	256	256	256	256	256	
80840	80840	80840	80829	80842	80843	80843	80843	80843	80843	
12567	6301	4260	3502	3318	3301	3300	3300	3300	3300	
0.15546	0.077944	0.052697	0.043326	0.041043	0.040832	0.04082	0.04082	0.04082	0.04082	
6.4327	12.8297	18.9765	23.0808	24.3647	24.4905	24.4979	24.4979	24.4979	24.4979	
62993295	62993295	62993295	62980363	62995942	62996654	62996654	62996654	62996654	62996654	
62990000	62983695	62979671	62969581	62981465	62982120	62982120	62982120	62982120	62982120	
1283.3112	1283.3112	1283.3112	1283.4	1283.289	1283.2904	1283.2904	1283.2904	1283.2904	1283.2904	
199.5079	100.0418	67.6409	55.6142	52.6822	52.4117	52.3958	52.3958	52.3958	52.3958	
0.15546	0.077956	0.052708	0.043333	0.041052	0.040842	0.040829	0.040829	0.040829	0.040829	
79.4867	79.4867	79.4867	79.4864	79.4866	79.4865	79.4865	79.4865	79.4865	79.4865	
395.6433	764.3196	1118.5336	1355.0408	1429.0265	1436.2733	1436.7009	1436.7009	1436.7009	1436.7009	
816048.8827	816048.8827	816048.8827	816103.14	816033.7693	816034.0706	816034.0706	816034.0706	816034.0706	816034.0706	
631471.5352	611711.0786	605268.7065	602875.6012	602273.7007	602220.1857	602217.0102	602217.0102	602217.0102	602217.0102	
939246.7563	939246.7563	939246.7563	939309.5432	939229.5142	939229.947	939229.947	939229.947	939229.947	939229.947	
650624.2896	621315.088	611762.2304	608214.56	607331.1886	607251.7089	607247.0092	607247.0092	607247.0092	607247.0092	
0.77382	0.7496	0.74171	0.73872	0.73805	0.73798	0.73798	0.73798	0.73798	0.73798	
2503.7904	5000.1169	7356.3214	8723.6489	9126.1691	9151.8832	9166.7572	9166.7572	9166.7572	9166.7572	
1440.5069	2883.8137	4316.9544	5529.6984	6019.7042	6112.9066	6115.7349	6115.7349	6115.7349	6115.7349	
5000	10000	15000	20000	24998	29739	31451	31451	31451	31451	
4756	9496	14135	17933	19403.8	19644.35	19648	19648	19648	19648	
4953	9901	14817	19496	22474.08	22979.21	23038.28	23038.28	23038.28	23038.28	
4977	9951	14909	19746.355	23386	24171.28	24346.57	24346.57	24346.57	24346.57	
4996	9991	14982	19940	24503.896	26218.285	26553.913	26553.913	26553.913	26553.913	
5000	10000	15000	20000	24998	29739	31451	31451	31451	31451	
0.00254	0	0	0	0	0	0	0	0	0	
0.011668	0	0	0	0	0	0	0	0	0	
0.034766	0.00015875	0	0	0	0	0	0	0	0	
0.075167	0.0017462	0	0	0	0	0	0	0	0	
0.11509	0.0046037	0	0	0	0	0	0	0	0	
0.14359	0.01016	0	0	0	0	0	0	0	0	
0.15613	0.02032	0.00047624	0	0	0	0	0	0	0	
0.13787	0.029527	0.00047624	0	0	0	0	0	0	0	
0.12366	0.050005	0.0042862	0	0	0	0	0	0	0	
0.082787	0.07096	0.0047624	0.00031756	0	0	0	0	0	0	
0.052148	0.082231	0.0092867	0	0	0	0	0	0	0	
0.030718	0.10319	0.015002	0.00095268	0	0	0	0	0	0	
0.016907	0.11271	0.021193	0.00095268	0	0	0	0	0	0	
0.0088898	0.10969	0.033575	0.0015878	0	0	0	0	0	0	
0.0054768	0.096677	0.045957	0.0044458	0	0	0	0	0	0	
0.0015875	0.07858	0.055958	0.0082565	0	0	0	0	0	0	
0.00063499	0.061753	0.085962	0.012067	0.0007937	0.00047622	0.00055559	0.00063495	0.00071432	0.00079369	
0.00031749	0.056831	0.080247	0.021276	0.00039685	0	0	0	0	0	
7.9374e-005	0.043179	0.097868	0.026993	0.0011906	0	0	0	0	0	
0	0.024765	0.095248	0.035884	0.002778	0	0	0	0	0	
0	0.015398	0.085247	0.050174	0.0055559	0.00095243	0.00055559	0.00063495	0.00071432	0.00079369	
