359	21	36
1151	310	50
1666	152	47
1820	1368	26
2144	986	13
4051	936	23
4821	1069	33
5323	1460	4
7149	1099	27
8238	61	40
8563	303	45
8913	161	12
9151	725	6
10226	83	24
10601	1460	22
12491	88	15
12723	159	39
12813	1460	31
14927	900	11
16605	1460	46
17075	751	28
17540	50	3
17817	3	42
18104	781	25
22141	1460	41
22360	205	32
22558	111	20
25911	433	18
26070	47	35
26858	67	49
27998	745	34
28431	988	30
28806	417	38
29581	116	16
31324	57	2
31504	146	48
31776	1027	10
32983	46	17
33079	584	14
33306	1010	18
33915	243	36
34498	275	5
34545	170	29
34551	66	9
34647	129	8
35658	18	1
35797	43	43
37146	495	21
37646	206	19
38655	1460	7
39641	213	37
39717	110	44
46753	65	43
52982	255	15
54846	187	40
57399	1147	10
66032	135	42
66068	1460	48
74969	139	27
75493	51	31
76893	127	27
77948	557	33
83880	26	17
84692	36	21
90687	99	39
94813	948	41
100682	62	48
118015	385	3
122026	817	38
125991	386	28
129722	312	47
135295	8	39
138158	274	50
143904	284	16
152814	1460	29
159144	1285	33
162210	228	4
164942	792	30
174656	218	7
178260	228	25
180214	348	22
183863	315	10
190649	106	6
194013	1	2
212845	810	3
219603	293	12
220339	212	48
221202	16	36
221382	77	5
223061	48	11
223903	70	38
224632	584	13
229071	875	19
233357	307	10
233917	784	34
235973	785	46
247474	338	23
250868	733	45
250995	25	26
251833	10	1
258631	414	20
260593	420	24
263003	151	30
263771	125	14
264168	791	11
264188	221	28
265231	1026	27
269139	247	44
269895	25	34
271132	902	29
274662	1006	18
276257	169	9
281018	158	37
292531	147	24
294347	118	22
294999	67	43
298205	281	40
299224	217	30
299482	1460	17
301472	39	15
310860	360	36
329138	1319	38
333379	6	21
334410	406	41
334753	359	50
344471	732	46
345467	43	22
347023	386	48
353069	212	14
366059	319	39
367733	13	12
368671	1460	6
370110	194	3
378707	77	7
390696	102	27
391168	45	15
392088	94	48
394606	547	33
396385	695	11
396502	68	34
401292	587	4
401564	224	5
403908	88	39
412742	1460	21
416153	126	2
417813	3	3
419544	395	24
423354	404	19
425462	656	34
426839	149	10
436145	30	40
437883	1460	44
456685	353	15
460250	252	5
463018	153	3
464999	218	49
473286	73	24
486808	135	5
491377	914	26
492156	102	21
496603	101	50
502205	359	26
505621	1460	18
509780	1	20
512503	928	43
514324	349	9
515134	1146	17
517895	422	30
519701	18	11
521732	298	14
522031	397	33
523045	68	15
526876	191	37
539696	256	19
541565	171	3
546743	494	6
554961	419	10
556170	1460	5
560276	294	41
560514	1460	36
564318	1460	2
564441	610	22
570493	68	34
573803	449	49
575304	745	38
586386	919	20
588956	142	11
591002	117	32
591038	1048	22
592009	790	39
592763	473	46
595955	647	12
606612	254	13
606677	1216	44
608146	212	44
608494	857	38
612428	342	9
613424	203	10
620129	727	48
624437	319	27
625340	1142	4
625582	257	5
642015	157	11
645812	842	20
648657	25	40
653332	879	41
653602	1215	43
687141	55	44
689126	104	21
691990	11	17
702137	85	22
709677	107	19
712532	21	2
718250	176	33
719133	1389	24
724537	180	39
728038	133	25
728593	41	48
736629	36	18
737483	293	3
740724	53	46
741867	5	38
742335	359	6
749445	821	37
756603	181	33
756971	381	13
762220	496	15
764951	271	20
768769	301	12
773194	77	23
784741	101	38
787240	86	11
787962	423	24
793350	735	34
810217	1427	36
813105	1396	21
821488	42	10
826726	320	6
828346	59	29
830903	946	32
832918	107	44
834053	28	10
836472	317	9
844223	145	27
848254	200	5
856139	9	11
856210	280	15
864371	28	27
867424	620	23
875590	8	41
877364	496	6
887246	102	40
887978	39	38
890487	48	17
893978	212	46
897678	532	43
899645	141	19
901297	362	2
902193	84	14
903193	4	17
919974	1460	34
920486	244	5
928300	1460	22
928406	55	15
930945	198	17
948922	1195	48
949008	207	39
950668	1004	17
959140	430	6
969623	468	4
969833	175	18
973606	92	13
974021	445	44
975612	40	37
976266	503	28
978108	1460	25
993882	1460	21
996010	201	5
1000495	785	33
1001415	479	17
1014868	31	12
1015318	457	38
1016634	476	40
1017189	58	24
1029554	1021	9
1046647	460	34
1048069	377	6
1050292	88	17
1054772	63	32
1055984	758	46
1059774	230	36
1060200	61	28
1061568	593	11
1062900	1460	32
1071077	586	32
1072022	174	14
1073681	744	18
1074170	139	29
1082036	756	10
1096499	79	23
1117479	553	34
1125056	11	2
1125720	249	19
1131318	230	18
1136220	213	5
1137626	66	18
1137794	21	27
1139528	1022	33
1142164	335	43
1150316	488	6
1150667	1430	37
1154513	720	22
1161359	885	28
1165413	689	37
1170440	932	15
1172860	76	39
1174709	1046	21
1181529	1460	46
1195807	696	31
1195951	311	37
1196618	105	13
1206349	226	26
1214492	240	40
1220399	13	38
1220945	1460	6
1223902	1250	44
1228229	319	25
1230326	1208	4
1246972	1460	10
1249679	544	9
1254596	318	14
1260490	66	19
1263367	661	40
1266284	56	9
1267213	100	24
1271846	248	32
1279424	708	11
1279674	69	17
1280273	21	23
1280421	23	24
1291624	168	6
1298828	15	29
1303935	84	1
1307124	267	46
1309643	394	39
1314247	288	34
1317588	451	6
1319490	199	32
1324532	90	2
1334344	753	31
1340068	10	13
1342638	3	35
1343111	1460	27
1345969	41	21
1349095	1460	21
1352271	1360	21
1364005	143	43
1371341	195	22
1372865	523	4
1376128	86	18
1377239	1460	5
1384124	744	4
1391868	141	8
1392428	108	49
1392757	34	1
1403372	505	37
1403768	1143	47
1405718	5	24
1411958	737	10
1418347	43	44
1421609	23	15
1424445	495	4
1430312	206	26
1431949	320	1
1439859	63	38
1449789	263	17
1455457	645	16
1456665	78	35
1456761	696	40
1456816	28	14
1456969	247	32
1463981	1460	10
1473626	3	50
1475613	996	42
1480593	10	29
1485774	147	9
1487034	401	19
1493098	264	13
1496924	14	4
1497855	1460	30
1501783	131	49
1502037	150	11
1507559	114	46
1508855	321	42
1510949	533	11
1515346	1230	45
1516054	259	10
1516093	474	2
1523656	145	23
1526852	591	43
1534468	203	8
1535485	27	14
1541817	721	6
1548478	775	27
1550259	74	22
1550676	1181	22
1553906	398	16
1554983	325	31
1558000	38	39
1562154	1460	50
1563652	34	44
1566679	314	9
1568597	21	43
1571147	88	21
1573048	140	23
1595326	357	38
1607122	22	46
1610048	203	24
1610228	256	35
1614480	1450	37
1615667	339	11
1617020	242	45
1618308	142	5
1624466	409	47
1626384	229	23
1631482	5	40
1633966	163	8
1636085	77	43
1636304	277	2
1645713	353	42
1646669	569	49
1649038	235	33
1650731	627	50
1657335	300	15
1662818	904	17
1665077	135	44
1677361	144	37
1679577	605	15
1682305	876	1
1687533	251	37
1688274	398	40
1697253	25	18
1698065	1062	24
1699183	185	32
1707048	1460	43
1711186	1460	19
1714749	5	10
1719391	173	39
1721599	65	13
1729547	1114	29
1735267	90	2
1751194	1437	32
1761864	184	6
1768253	110	31
1773445	44	35
1774836	93	6
1776291	758	22
1777383	668	49
1778061	1148	43
1786309	44	27
1789134	523	35
1794942	35	16
1803535	666	21
1804419	41	1
1806741	196	49
1808730	428	48
1813560	15	7
1821594	133	40
1825233	538	5
1830936	1274	40
1833530	389	37
1837300	5	38
1842150	398	46
1849454	253	33
1850257	367	21
1852362	776	3
1852933	1460	43
1859791	762	47
1866588	563	50
1868102	135	42
1868325	66	23
1870841	1460	29
1873735	80	10
1875181	1460	39
1891264	1004	44
1897374	137	17
1899579	1460	47
1904560	22	14
1905174	582	37
1908245	855	27
1908865	154	18
1909013	16	1
1909490	176	15
1909705	1017	27
1912352	433	48
1913220	196	4
1919801	1335	20
1920152	105	13
1923006	681	24
1926282	99	49
1927855	575	43
1928541	277	5
1930899	33	20
1932497	70	2
1935388	58	19
1939418	604	47
1958913	374	32
1966508	203	16
1966998	247	5
1972099	986	50
1982848	486	33
1984912	289	21
1987629	82	10
1991104	331	1
2008065	142	15
2009836	284	38
2012184	222	29
2015827	19	15
2016342	539	22
2018920	97	31
2021947	153	24
2031020	54	39
2034286	135	48
2035483	6	26
2037138	164	42
2040423	523	49
2046370	377	49
2059369	17	7
2061520	1288	14
2066166	149	41
2066727	166	40
2071802	732	4
2079394	29	13
2084893	1448	3
2090591	347	46
2091929	165	18
2092032	125	23
2092541	74	20
2092969	1460	47
2095502	1053	50
2098053	1429	27
2110722	185	37
2115927	455	44
2121961	716	3
2131117	1046	17
2133599	451	17
2137448	99	43
2150673	88	33
